"string","num","next_word","nchar"
"a part of",135,"the",9
"as part of",135,"a",10
"do you want",135,"to",11
"in the back",135,"of",11
"i didnt want",134,"to",12
"i want to",134,"do",9
"it would have",134,"been",13
"and a lot",133,"of",9
"i dont have",133,"a",11
"im going to",133,"be",11
"some of the",133,"most",11
"this is not",133,"a",11
"those of you",133,"who",12
"i dont have",132,"to",11
"in the s",132,"and",8
"over the course",132,"of",15
"the only one",132,"who",12
"to be part",132,"of",10
"want to go",132,"to",10
"would love to",132,"see",13
"a couple of",131,"weeks",11
"come up with",131,"a",12
"the rest of",131,"us",11
"you have a",131,"great",10
"you have to",131,"be",11
"that awkward moment",130,"when",19
"to be a",130,"part",7
"you have to",130,"do",11
"a couple of",129,"years",11
"a lot of",129,"things",8
"and one of",129,"the",10
"cant wait to",129,"get",12
"i love you",129,"so",10
"and the rest",128,"of",12
"hope all is",128,"well",11
"in a long",128,"time",9
"in the late",128,"s",11
"should be able",128,"to",14
"a great deal",127,"of",12
"at a time",126,"when",9
"it was a",126,"great",8
"me know if",126,"you",10
"if you have",125,"any",11
"in front of",125,"me",11
"it will be",125,"a",10
"the time of",125,"the",11
"to get rid",125,"of",10
"what to do",125,"with",10
"figure out how",124,"to",14
"for the sake",124,"of",12
"i dont know",124,"why",11
"in the fourth",124,"quarter",13
"in the way",124,"of",10
"is one of",124,"those",9
"to be on",124,"the",8
"thanks for the",123,"shout",14
"over and over",122,"again",13
"the last time",122,"i",13
"if you are",121,"a",10
"love you so",121,"much",11
"the first day",121,"of",13
"the first time",121,"since",14
"the united states",121,"and",17
"can i get",120,"a",9
"for the shout",120,"out",13
"from time to",120,"time",12
"i cant wait",120,"for",11
"not be able",120,"to",11
"to be one",120,"of",9
"to make sure",120,"that",12
"a few of",119,"the",8
"i want to",119,"see",9
"in the face",119,"of",11
"one of the",119,"few",10
"with the help",119,"of",13
"all of a",118,"sudden",8
"have no idea",118,"what",12
"makes me want",118,"to",13
"to get to",118,"the",9
"we look forward",118,"to",15
"it has been",117,"a",11
"some of the",117,"best",11
"the center of",117,"the",13
"to be a",117,"good",7
"not going to",116,"be",12
"thanks for the",116,"retweet",14
"in the first",115,"quarter",12
"in the process",115,"of",14
"in the wake",115,"of",11
"is a lot",115,"of",8
"and i have",114,"to",10
"at the bottom",114,"of",13
"i really want",114,"to",13
"i was in",114,"the",8
"in an effort",114,"to",12
"thought it would",114,"be",16
"hope you had",113,"a",12
"i want you",113,"to",10
"if you would",113,"like",12
"the end of",113,"this",10
"im looking forward",112,"to",18
"in front of",112,"a",11
"mothers day to",112,"all",14
"end of the",111,"year",10
"going to be",111,"the",11
"had a chance",111,"to",12
"on the back",111,"of",11
"said in an",111,"interview",10
"a chance to",110,"win",11
"as you can",109,"see",10
"by the time",109,"i",11
"get out of",109,"the",10
"i dont think",109,"i",12
"i just wanted",109,"to",13
"other side of",109,"the",13
"with a lot",109,"of",10
"is part of",108,"the",10
"i don’t want",107,"to",12
"may or may",107,"not",10
"player of the",107,"year",13
"here are a",106,"few",10
"i dont even",106,"know",11
"i thought i",106,"would",11
"in and out",106,"of",10
"would you like",106,"to",14
"at the start",105,"of",12
"dont want to",105,"be",12
"i can tell",105,"you",10
"that there is",105,"a",13
"the front of",105,"the",12
"theres a lot",105,"of",12
"it was time",104,"to",11
"let us know",104,"if",11
"to figure out",104,"how",13
"all over the",103,"place",12
"i thought i",103,"was",11
"thank you for",103,"following",13
"the middle of",103,"a",13
"get a chance",102,"to",12
"have to do",102,"is",10
"in the history",102,"of",14
"thanks to everyone",102,"who",18
"the way to",102,"the",10
"this time of",102,"year",12
"to the fact",102,"that",11
"to the united",102,"states",13
"fell in love",101,"with",12
"i went to",101,"the",9
"in the morning",101,"and",14
"the s and",101,"s",9
"to keep up",101,"with",10
"a lot of",100,"money",8
"a lot of",100,"work",8
"all the way",100,"to",11
"i think it",100,"was",10
"on the side",100,"of",11
"out of the",100,"way",10
"to the top",100,"of",10
"were going to",100,"be",13
"cant wait to",99,"hear",12
"i was a",99,"little",7
"in the right",99,"direction",12
"make it to",99,"the",10
"more than a",99,"year",11
"one of the",99,"things",10
"the heart of",99,"the",12
"the last couple",99,"of",15
"there are a",99,"few",11
"to share with",99,"you",13
"was the first",99,"time",13
"you can see",99,"the",11
"have been able",98,"to",14
"thanks for following",98,"me",20
"to the point",98,"where",12
"a spokesman for",97,"the",15
"as long as",97,"you",10
"for a few",97,"days",9
"he was going",97,"to",12
"not the only",97,"one",12
"thanks for all",97,"the",14
"the size of",97,"the",11
"and i have",96,"a",10
"as a way",96,"to",8
"as long as",96,"i",10
"do you have",96,"any",11
"for more than",96,"a",13
"going to have",96,"a",13
"is supposed to",96,"be",14
"it was the",96,"first",10
"let me know",96,"when",11
"i feel like",95,"im",11
"i have to",95,"go",9
"the rest of",95,"my",11
"there are plenty",95,"of",16
"all over the",94,"world",12
"have to go",94,"to",10
"i have to",94,"admit",9
"i think it",94,"is",10
"in a couple",94,"of",11
"in an attempt",94,"to",13
"in the next",94,"few",11
"not being able",94,"to",14
"one of the",94,"biggest",10
"there is a",94,"lot",10
"this is a",94,"great",9
"to the end",94,"of",10
"was supposed to",94,"be",15
"when i was",94,"in",10
"you know what",94,"i",13
"be able to",93,"get",10
"i have to",93,"do",9
"let me know",93,"what",11
"something to do",93,"with",15
"the edge of",93,"the",11
"the th anniversary",93,"of",18
"was a lot",93,"of",9
"we were going",93,"to",13
"forward to seeing",92,"you",17
"the history of",92,"the",14
"to be a",92,"great",7
"what is your",92,"favorite",12
"a whole lot",91,"of",11
"both sides of",91,"the",13
"dont know what",91,"to",14
"for the follow",91,"i",14
"i was trying",91,"to",12
"in the bottom",91,"of",13
"is expected to",91,"be",14
"what do you",91,"do",11
"but i have",90,"to",10
"for more than",90,"years",13
"in the name",90,"of",11
"the only thing",90,"that",14
"to take advantage",90,"of",17
"would have to",90,"be",13
"a few days",89,"ago",10
"go back to",89,"the",10
"let me tell",89,"you",11
"once in a",89,"while",9
"thank you very",89,"much",14
"a result of",88,"the",11
"and the fact",88,"that",12
"back in the",88,"day",11
"have to worry",88,"about",13
"i thought it",88,"would",12
"i was a",88,"kid",7
"one of the",88,"greatest",10
"out to be",88,"a",9
"the last few",88,"years",12
"will be in",88,"the",10
"would like to",88,"see",13
"you for the",88,"follow",11
"am i the",87,"only",8
"as far as",87,"i",9
"at the age",87,"of",10
"i will have",87,"to",11
"is not going",87,"to",12
"it was one",87,"of",10
"keep up the",87,"good",11
"know what you",87,"think",13
"my husband and",87,"i",14
"of one of",87,"the",9
"a long time",86,"ago",11
"a look at",86,"the",9
"and i want",86,"to",10
"be part of",86,"the",10
"have a chance",86,"to",13
"i am not",86,"a",8
"i have to",86,"be",9
"in the third",86,"quarter",12
"looking forward to",86,"a",18
"on the edge",86,"of",11
"to look at",86,"the",10
"to one of",86,"the",9
"what is going",86,"on",13
"wont be able",86,"to",12
"i am trying",85,"to",11
"if you are",85,"not",10
"it was going",85,"to",12
"open to the",85,"public",11
"please let me",85,"know",13
"what was going",85,"on",14
"would be a",85,"good",10
"you want to",85,"do",11
"has nothing to",84,"do",14
"i have a",84,"feeling",8
"i really need",84,"to",13
"rest of the",84,"day",11
"the vast majority",84,"of",17
"to do the",84,"same",9
"was one of",84,"those",10
"with the rest",84,"of",13
"and i have",83,"been",10
"dont get me",83,"wrong",11
"how much i",83,"love",10
"i think this",83,"is",12
"it is important",83,"to",15
"to check it",83,"out",11
"up the good",83,"work",11
"want to be",83,"a",10
"but i dont",82,"think",10
"did a great",82,"job",11
"i wanted to",82,"do",11
"if you dont",82,"have",11
"on a regular",82,"basis",12
"the end of",82,"a",10
"the most important",82,"thing",18
"there is no",82,"way",11
"they are going",82,"to",14
"to find a",82,"way",9
"a couple of",81,"days",11
"a friend of",81,"mine",11
"at the very",81,"least",11
"day to all",81,"the",10
"fall in love",81,"with",12
"for most of",81,"the",11
"in the last",81,"few",11
"it has to",81,"be",9
"just got back",81,"from",13
"thank you to",81,"all",12
"the majority of",81,"the",15
"this is what",81,"i",12
"those of us",81,"who",11
"to be the",81,"best",9
"we were able",81,"to",12
"you can do",81,"it",10
"a trip to",80,"the",9
"dont know how",80,"to",13
"going to try",80,"to",12
"great to see",80,"you",12
"i am not",80,"sure",8
"is the first",80,"time",12
"the rest of",80,"your",11
"the us department",80,"of",17
"you for the",80,"rt",11
"a big fan",79,"of",9
"end of the",79,"month",10
"i love you",79,"i",10
"in the near",79,"future",11
"in the parking",79,"lot",14
"nice to meet",79,"you",12
"of some of",79,"the",10
"really looking forward",79,"to",22
"so i decided",79,"to",12
"there will be",79,"no",13
"to all of",79,"you",9
"to check out",79,"the",12
"to play in",79,"the",10
"we would love",79,"to",13
"about percent of",78,"the",16
"are some of",78,"the",11
"for a chance",78,"to",12
"going to be",78,"in",11
"have no idea",78,"how",12
"i feel like",78,"a",11
"i hope you",78,"have",10
"i think i",78,"have",9
"in love with",78,"the",12
"it was just",78,"a",11
"now i have",78,"to",10
"on one of",78,"the",9
"one of the",78,"many",10
"thanks for the",78,"support",14
"the first half",78,"of",14
"think im going",78,"to",14
"a few months",77,"ago",12
"for some reason",77,"i",15
"had so much",77,"fun",11
"has a lot",77,"of",9
"have a good",77,"day",11
"i love you",77,"too",10
"i need to",77,"be",9
"look forward to",77,"seeing",15
"middle of the",77,"night",13
"the past two",77,"years",12
"there is so",77,"much",11
"think it would",77,"be",14
"to deal with",77,"the",12
"to figure out",77,"what",13
"at this point",76,"i",13
"be able to",76,"do",10
"i have a",76,"lot",8
"it thanks for",76,"the",13
"tens of thousands",76,"of",17
"thanks for the",76,"rts",14
"that i want",76,"to",11
"the back of",76,"my",11
"the first round",76,"of",15
"the next few",76,"weeks",12
"to say the",76,"least",10
"a couple of",75,"hours",11
"and some of",75,"the",11
"hundreds of thousands",75,"of",21
"i wanted to",75,"be",11
"if there is",75,"a",11
"thank you for",75,"all",13
"that would be",75,"a",13
"the good news",75,"is",13
"to let you",75,"know",10
"with the exception",75,"of",18
"you just have",75,"to",13
"am looking forward",74,"to",18
"but at the",74,"same",10
"but in the",74,"end",10
"i have to",74,"get",9
"i the only",74,"one",10
"in the world",74,"and",12
"it is one",74,"of",9
"one of my",74,"favorites",9
"over the next",74,"few",13
"thank you to",74,"everyone",12
"to learn how",74,"to",12
"all you have",73,"to",12
"i have a",73,"few",8
"in the same",73,"way",11
"might be able",73,"to",13
"one of the",73,"top",10
"seems to be",73,"a",11
"that there is",73,"no",13
"the state department",73,"of",20
"to catch up",73,"on",11
"to learn more",73,"about",13
"up in the",73,"morning",9
"we would like",73,"to",13
"for a few",72,"minutes",9
"i need to",72,"go",9
"in a series",72,"of",11
"in the second",72,"quarter",13
"on both sides",72,"of",13
"over the past",72,"few",13
"said in an",72,"email",10
"stuck in my",72,"head",11
"the only thing",72,"i",14
"the power of",72,"the",12
"the quality of",72,"the",14
"to do with",72,"it",10
"to go to",72,"a",8
"to hear from",72,"you",12
"to make up",72,"for",10
"to pick up",72,"the",10
"will be on",72,"the",10
"you don’t have",72,"to",14
"a copy of",71,"the",9
"and it was",71,"a",10
"and it will",71,"be",11
"as long as",71,"they",10
"as much as",71,"possible",10
"at the expense",71,"of",14
"feel the need",71,"to",13
"for all of",71,"us",10
"for more information",71,"call",20
"have to deal",71,"with",12
"i dont think",71,"its",12
"i love it",71,"when",9
"i want to",71,"get",9
"in an interview",71,"with",15
"its been a",71,"long",10
"more than a",71,"decade",11
"no matter how",71,"much",13
"this is why",71,"i",11
"up and down",71,"the",11
"wait to see",71,"what",11
"we cant wait",71,"to",12
"all i can",70,"say",9
"awkward moment when",70,"you",19
"do not want",70,"to",11
"for a lot",70,"of",9
"got a lot",70,"of",9
"i miss you",70,"too",10
"i think it",70,"would",10
"i used to",70,"be",9
"if i had",70,"a",8
"looking forward to",70,"your",18
"on the part",70,"of",11
"once upon a",70,"time",11
"one of the",70,"worst",10
"the course of",70,"the",13
"the other day",70,"i",13
"they were going",70,"to",15
"to talk to",70,"you",10
"want it to",70,"be",10
"what i want",70,"to",11
"with the fact",70,"that",13
"a good way",69,"to",10
"anything to do",69,"with",14
"have the opportunity",69,"to",20
"i hate it",69,"when",9
"im going to",69,"have",11
"in my life",69,"i",10
"it turns out",69,"that",12
"made it to",69,"the",10
"martin luther king",69,"jr",18
"so i had",69,"to",8
"time for me",69,"to",11
"was able to",69,"get",11
"we had a",69,"great",8
"when you have",69,"a",13
"with salt and",69,"pepper",13
"with some of",69,"the",12
"would have been",69,"a",15
"would love to",69,"hear",13
"as long as",68,"the",10
"i need to",68,"do",9
"i think i",68,"will",9
"i would have",68,"to",12
"in a lot",68,"of",8
"in the center",68,"of",13
"it is going",68,"to",11
"its been a",68,"while",10
"of the block",68,"of",12
"side of the",68,"road",11
"take the time",68,"to",13
"the next few",68,"days",12
"the past few",68,"years",12
"the size of",68,"a",11
"this is not",68,"the",11
"to all of",68,"the",9
"why is it",68,"that",9
"would be able",68,"to",13
"you might want",68,"to",14
"you please follow",68,"me",17
"a lot of",67,"good",8
"have to say",67,"that",11
"i just had",67,"to",10
"i know that",67,"i",11
"i want to",67,"make",9
"if you want",67,"a",11
"not to mention",67,"the",14
"that it is",67,"a",10
"that this is",67,"a",12
"the fact that",67,"he",13
"the last two",67,"years",12
"the number of",67,"people",13
"this will be",67,"a",12
"want to make",67,"sure",12
"you are looking",67,"for",15
"a little bit",66,"more",12
"are going to",66,"have",12
"be sure to",66,"check",10
"did not want",66,"to",12
"dow jones industrial",66,"average",20
"for the heads",66,"up",13
"get a lot",66,"of",9
"have a hard",66,"time",11
"i had to",66,"do",8
"i just have",66,"to",11
"if youre going",66,"to",14
"in the past",66,"year",11
"in the world",66,"of",12
"is a good",66,"thing",9
"it is time",66,"to",10
"it was a",66,"very",8
"need to go",66,"to",10
"no such thing",66,"as",13
"that it was",66,"a",11
"that you have",66,"to",13
"the president of",66,"the",16
"the second half",66,"of",15
"there are lots",66,"of",14
"to get into",66,"the",11
"to go out",66,"and",9
"to participate in",66,"the",17
"to say that",66,"i",11
"when i get",66,"home",10
"wish i could",66,"be",12
"you need to",66,"know",11
"a hell of",65,"a",9
"and i had",65,"to",9
"and i will",65,"be",10
"but it was",65,"a",10
"despite the fact",65,"that",16
"earlier in the",65,"day",14
"i was looking",65,"for",13
"in a few",65,"weeks",8
"in a variety",65,"of",12
"is part of",65,"a",10
"on the verge",65,"of",12
"please follow me",65,"i",16
"preheat the oven",65,"to",16
"thanks for stopping",65,"by",19
"the first time",65,"the",14
"to be at",65,"the",8
"to give it",65,"a",10
"wait to see",65,"the",11
"we need to",65,"get",10
"will let you",65,"know",12
"you want to",65,"see",11
"as much as",64,"the",10
"do a lot",64,"of",8
"going to be",64,"able",11
"have a great",64,"time",12
"how have you",64,"been",12
"i am looking",64,"forward",12
"i am so",64,"excited",7
"i do not",64,"know",8
"in the end",64,"i",10
"it was great",64,"to",12
"keep an eye",64,"on",11
"of the most",64,"important",11
"one of the",64,"reasons",10
"one of these",64,"days",12
"over the last",64,"few",13
"thanks for following",64,"us",20
"the dow jones",64,"industrial",13
"to go to",64,"bed",8
"want to talk",64,"about",12
"was the only",64,"one",12
"when it came",64,"to",12
"will be the",64,"first",11
"do i have",63,"to",9
"happy birthday to",63,"my",17
"have the ability",63,"to",16
"have to be",63,"a",10
"hope everyone has",63,"a",17
"hour and a",63,"half",10
"i just need",63,"to",11
"is going to",63,"have",11
"not a fan",63,"of",9
"of the things",63,"that",13
"on a daily",63,"basis",10
"sure to check",63,"out",13
"take advantage of",63,"the",17
"th anniversary of",63,"the",17
"to see you",63,"there",10
"to talk about",63,"the",13
"will be at",63,"the",10
"you have no",63,"idea",11
"across the street",62,"from",17
"and a couple",62,"of",12
"and i dont",62,"know",10
"are not going",62,"to",13
"as soon as",62,"possible",10
"dont have to",62,"be",12
"have nothing to",62,"do",15
"i came up",62,"with",9
"i don’t know",62,"what",12
"i dont feel",62,"like",11
"i had a",62,"great",7
"i know i",62,"am",8
"i think its",62,"a",11
"if i have",62,"to",9
"if you are",62,"in",10
"in order to",62,"be",11
"in the context",62,"of",14
"in the state",62,"of",12
"is the best",62,"way",11
"of the university",62,"of",17
"so that you",62,"can",11
"thanks for the",62,"love",14
"thanks to all",62,"who",13
"that i have",62,"a",11
"that it would",62,"be",13
"the winner of",62,"the",13
"this is a",62,"very",9
"to be in",62,"a",8
"to go to",62,"school",8
"to look forward",62,"to",15
"told the associated",62,"press",19
"used to be",62,"a",10
"we went to",62,"the",10
"you and your",62,"family",12
"a good idea",61,"to",11
"be able to",61,"make",10
"do you think",61,"of",12
"great to meet",61,"you",13
"i know i",61,"know",8
"i think i",61,"am",9
"i thought you",61,"were",13
"if you dont",61,"know",11
"in the hands",61,"of",12
"in the long",61,"run",11
"incorporated in item",61,"c",20
"it is hard",61,"to",10
"just let me",61,"know",11
"know what it",61,"is",12
"on our way",61,"to",10
"on the new",61,"york",10
"said it was",61,"a",11
"the day of",61,"the",10
"the fact that",61,"we",13
"thought it was",61,"a",14
"to a lot",61,"of",8
"to find out",61,"what",11
"what you want",61,"to",13
"wish i had",61,"a",10
"with one of",61,"the",11
"a fan of",60,"the",8
"and of course",60,"the",13
"ass ass ass",60,"ass",11
"at the center",60,"of",13
"but there is",60,"a",12
"could not be",60,"reached",12
"couple of years",60,"ago",15
"dont know if",60,"i",12
"for much of",60,"the",11
"from all over",60,"the",13
"had no idea",60,"what",11
"i havent been",60,"on",13
"i think i",60,"need",9
"i want to",60,"know",9
"ill let you",60,"know",11
"in need of",60,"a",10
"let me know",60,"how",11
"make the most",60,"of",13
"more than percent",60,"of",17
"other parts of",60,"the",14
"out of the",60,"house",10
"rest of the",60,"world",11
"see if i",60,"can",8
"the best in",60,"the",11
"the idea of",60,"a",11
"the same time",60,"i",13
"to be honest",60,"i",12
"to make sure",60,"the",12
"to see if",60,"i",9
"to the point",60,"of",12
"us know if",60,"you",10
"want to do",60,"is",10
"you dont have",60,"a",13
"a long time",59,"and",11
"and i wanted",59,"to",12
"as a member",59,"of",11
"as long as",59,"it",10
"been one of",59,"the",11
"for as long",59,"as",11
"good to see",59,"you",11
"i dont have",59,"any",11
"i was in",59,"a",8
"if you are",59,"interested",10
"if you do",59,"not",9
"in a large",59,"bowl",10
"leading up to",59,"the",13
"on behalf of",59,"the",12
"one of those",59,"days",12
"over the past",59,"year",13
"spent a lot",59,"of",11
"square feet on",59,"for",14
"thank you for",59,"being",13
"thank you thank",59,"you",15
"that i have",59,"been",11
"that we need",59,"to",12
"that would have",59,"been",15
"the last three",59,"years",14
"the past few",59,"days",12
"the story of",59,"the",12
"the top of",59,"my",10
"this will be",59,"the",12
"to go to",59,"sleep",8
"to make it",59,"to",10
"to pay for",59,"the",10
"to the rest",59,"of",11
"to years in",59,"prison",11
"you had a",59,"great",9
"a great place",58,"to",13
"a little more",58,"than",13
"and let me",58,"know",10
"are looking for",58,"a",15
"but it is",58,"a",9
"every now and",58,"then",13
"for one of",58,"the",10
"had the opportunity",58,"to",19
"have to do",58,"with",10
"i can think",58,"of",11
"i do not",58,"have",8
"i don’t know",58,"how",12
"i just finished",58,"a",15
"i really wanted",58,"to",15
"i think im",58,"going",10
"in the real",58,"world",11
"keep an eye",58,"out",11
"let us know",58,"what",11
"my way to",58,"the",9
"my wife and",58,"i",11
"one of the",58,"great",10
"quite a bit",58,"of",11
"right in front",58,"of",14
"that this is",58,"the",12
"the head of",58,"the",11
"the last day",58,"of",12
"the last few",58,"weeks",12
"the next couple",58,"of",15
"the part of",58,"the",11
"to get ready",58,"for",12
"to say that",58,"the",11
"to see you",58,"in",10
"what i can",58,"do",10
"what it takes",58,"to",13
"you need to",58,"be",11
"you need to",58,"do",11
"a wide range",57,"of",12
"and i love",57,"it",10
"are more likely",57,"to",15
"but i dont",57,"know",10
"by the fact",57,"that",11
"chance to win",57,"a",13
"dont want to",57,"go",12
"from around the",57,"world",15
"has to do",57,"with",9
"i hate when",57,"people",11
"im not the",57,"only",10
"in item c",57,"above",9
"in new york",57,"and",11
"in the living",57,"room",13
"is it just",57,"me",10
"it is not",57,"the",9
"it needs to",57,"be",11
"just in time",57,"for",12
"love to have",57,"you",12
"more than a",57,"dozen",11
"needs to be",57,"done",11
"see you at",57,"the",10
"shout out to",57,"my",12
"thanks for the",57,"heads",14
"the cause of",57,"the",12
"the only one",57,"that",12
"the right thing",57,"to",15
"want to know",57,"what",12
"what it means",57,"to",13
"with all of",57,"the",11
"you have a",57,"good",10
"you will have",57,"to",13
"a big part",56,"of",10
"a couple of",56,"times",11
"a great time",56,"at",12
"as far as",56,"the",9
"be a lot",56,"of",8
"by the way",56,"i",10
"day of the",56,"week",10
"end of the",56,"season",10
"for a little",56,"while",12
"from one of",56,"the",11
"i am so",56,"happy",7
"i cant believe",56,"i",14
"i don’t know",56,"if",12
"i love you",56,"and",10
"if you dont",56,"want",11
"in charge of",56,"the",12
"keep in mind",56,"that",12
"like a lot",56,"of",10
"may be able",56,"to",11
"me know what",56,"you",12
"not going to",56,"get",12
"now is the",56,"time",10
"of the things",56,"i",13
"of the year",56,"and",11
"one of the",56,"largest",10
"seems to be",56,"the",11
"so proud of",56,"you",11
"that i am",56,"not",9
"that one of",56,"the",11
"the problem is",56,"that",14
"the world trade",56,"center",15
"there would be",56,"no",14
"this is a",56,"good",9
"this is the",56,"best",11
"time of the",56,"year",11
"to hang out",56,"with",11
"to make it",56,"a",10
"to try to",56,"get",9
"until the end",56,"of",13
"want to be",56,"in",10
"a good time",55,"to",11
"a huge fan",55,"of",10
"and im going",55,"to",12
"and you have",55,"to",12
"as a matter",55,"of",11
"at one of",55,"the",9
"at the heart",55,"of",12
"but there is",55,"no",12
"can you follow",55,"me",14
"for all of",55,"the",10
"g fat g",55,"saturated",7
"hope everyone had",55,"a",17
"how do you",55,"know",10
"i dont think",55,"so",12
"i hope you",55,"are",10
"im going to",55,"go",11
"in order to",55,"get",11
"in the second",55,"round",13
"in this case",55,"the",12
"it used to",55,"be",10
"more than a",55,"few",11
"on top of",55,"that",9
"president of the",55,"united",16
"quote of the",55,"day",12
"some of my",55,"favorite",10
"thank you for",55,"sharing",13
"thanks for the",55,"tweet",14
"that a lot",55,"of",10
"the cost of",55,"the",11
"to give you",55,"a",11
"to go to",55,"work",8
"way to start",55,"the",12
"we have a",55,"lot",9
"we need to",55,"be",10
"what do you",55,"mean",11
"would be a",55,"great",10
"would love to",55,"have",13
"you are having",55,"a",14
"you have any",55,"questions",12
"you i love",55,"you",10
"you to everyone",55,"who",15
"youre going to",55,"be",14
"a picture of",54,"the",12
"and thanks for",54,"the",14
"at the back",54,"of",11
"at the time",54,"i",11
"be the first",54,"to",12
"believe it or",54,"not",13
"bring to a",54,"boil",10
"cake cake cake",54,"cake",14
"dancing with the",54,"stars",16
"declined to comment",54,"on",19
"do the same",54,"thing",11
"first round of",54,"the",14
"for the kind",54,"words",12
"forward to your",54,"tweets",15
"getting ready for",54,"the",17
"had nothing to",54,"do",14
"hard for me",54,"to",11
"has to be",54,"a",9
"i am in",54,"the",7
"i had a",54,"dream",7
"i had to",54,"get",8
"i have never",54,"been",12
"i knew i",54,"had",8
"im not sure",54,"if",11
"in the heart",54,"of",12
"in the world",54,"i",12
