"string","num","next_word","nchar"
"in a",343,"row",4
"lot of",343,"people",6
"over the",343,"last",8
"half of",342,"the",7
"have a",342,"lot",6
"to be",342,"an",5
"a matter",341,"of",8
"and i",341,"dont",5
"around the",341,"world",10
"to have",341,"the",7
"that we",340,"are",7
"what it",340,"is",7
"for all",339,"of",7
"had to",339,"be",6
"the cost",338,"of",8
"to get",338,"my",6
"the ability",337,"to",11
"the other",337,"hand",9
"there are",337,"no",9
"this is",337,"what",7
"i was",336,"just",5
"want to",336,"get",7
"what is",336,"the",7
"will be",336,"in",7
"what kind",335,"of",9
"are in",334,"the",6
"i like",334,"the",6
"one of",334,"our",6
"you can",334,"get",7
"a piece",333,"of",7
"all of",333,"us",6
"in the",333,"back",6
"bit of",332,"a",6
"i love",332,"that",6
"in the",332,"state",6
"out on",332,"the",6
"that i",331,"can",6
"down to",330,"the",7
"get back",330,"to",8
"hope to",330,"see",7
"the use",330,"of",7
"to pay",330,"for",6
"i have",329,"the",6
"for those",328,"who",9
"it was",328,"just",6
"make sure",328,"you",9
"the block",328,"of",9
"was a",328,"good",5
"such as",327,"the",7
"that is",327,"a",7
"the white",327,"house",9
"they want",327,"to",9
"to all",327,"of",6
"i cant",326,"believe",6
"in my",326,"head",5
"thank you",326,"to",9
"that was",326,"the",8
"the most",326,"important",8
"as it",325,"is",5
"in the",325,"area",6
"the size",325,"of",8
"i think",324,"we",7
"more and",324,"more",8
"for some",323,"reason",8
"just a",323,"few",6
"of the",323,"week",6
"and this",322,"is",8
"that you",322,"are",8
"with all",322,"the",8
"if i",321,"had",4
"more than",321,"million",9
"out to",321,"be",6
"the time",321,"i",8
"to do",321,"something",5
"a great",320,"weekend",7
"in the",320,"face",6
"the start",320,"of",9
"i can",319,"do",5
"id like",319,"to",7
"the same",319,"way",8
"to pick",318,"up",7
"a few",317,"of",5
"the last",317,"few",8
"every time",316,"i",10
"feel free",316,"to",9
"the amount",316,"of",10
"a good",315,"thing",6
"at the",315,"top",6
"in the",315,"way",6
"that we",314,"have",7
"the other",314,"side",9
"to go",314,"back",5
"its hard",313,"to",8
"some of",313,"my",7
"to do",313,"this",5
"to see",313,"a",6
"the power",312,"of",9
"and i",311,"love",5
"at the",311,"university",6
"for the",311,"last",7
"i get",311,"to",5
"in a",311,"way",4
"is a",311,"very",4
"to use",311,"the",6
"you going",311,"to",9
"the best",310,"of",8
"i got",309,"to",5
"in the",308,"air",6
"the city",308,"of",8
"of course",307,"i",9
"sounds like",307,"a",11
"to check",307,"out",8
"in one",306,"of",6
"of the",306,"house",6
"and then",305,"i",8
"first time",305,"in",10
"is such",305,"a",7
"to get",305,"it",6
"i get",304,"a",5
"in this",304,"case",7
"people in",304,"the",9
"it was",303,"so",6
"to see",303,"it",6
"it on",302,"the",5
"will continue",302,"to",13
"me in",301,"the",5
"this is",301,"my",7
"want to",301,"know",7
"in the",300,"case",6
"in the",300,"new",6
"a result",299,"of",8
"dont forget",299,"to",11
"day of",298,"the",6
"due to",298,"the",6
"i can",297,"see",5
"the story",297,"of",9
"the way",297,"i",7
"they are",297,"not",8
"to do",297,"is",5
"to me",297,"and",5
"up for",297,"the",6
"be a",296,"great",4
"ready for",296,"the",9
"time to",296,"get",7
"have to",295,"get",7
"that will",295,"be",9
"the only",295,"way",8
"will be",295,"on",7
"dont have",294,"a",9
"in st",294,"louis",5
"in the",294,"game",6
"of the",294,"people",6
"the time",294,"of",8
"and that",293,"is",8
"to find",293,"the",7
"and you",292,"can",7
"for more",292,"information",8
"is trying",292,"to",9
"or at",292,"least",5
"out to",292,"the",6
"so you",292,"can",6
"this was",292,"a",8
"we had",292,"to",6
"a few",291,"more",5
"are you",291,"going",7
"for the",291,"day",7
"it was",291,"an",6
"was on",291,"the",6
"you and",291,"your",7
"you in",291,"the",6
"and all",290,"the",7
"more of",290,"a",7
"a list",289,"of",6
"all of",289,"my",6
"along the",289,"way",9
"the other",289,"day",9
"i had",288,"the",5
"you are",288,"not",7
"how much",287,"i",8
"to the",287,"next",6
"a picture",286,"of",9
"all of",286,"them",6
"just have",286,"to",9
"my way",286,"to",6
"nothing to",286,"do",10
"right now",286,"i",9
"shout out",286,"to",9
"was a",286,"great",5
"well as",286,"the",7
"when i",286,"get",6
"way to",285,"go",6
"and i",284,"are",5
"could have",284,"been",10
"he has",284,"a",6
"that there",284,"are",10
"and i",283,"had",5
"in the",283,"process",6
"it to",283,"be",5
"one of",283,"these",6
"so much",283,"fun",7
"to think",283,"about",8
"was a",283,"little",5
"i try",282,"to",5
"the chance",282,"to",10
"the st",282,"louis",6
"there are",282,"some",9
"to listen",282,"to",9
"feel like",281,"i",9
"looks like",281,"a",10
"that he",281,"is",7
"to win",281,"the",6
"wait for",281,"the",8
"and have",280,"a",8
"but if",280,"you",6
"on the",280,"back",6
"over and",280,"over",8
"that he",280,"had",7
"wish i",280,"was",6
"i just",279,"got",6
"of the",279,"other",6
"so we",279,"can",5
"youre going",279,"to",11
"at some",278,"point",7
"i dont",278,"even",6
"to tell",278,"you",7
"for me",277,"i",6
"that can",277,"be",8
"the best",277,"way",8
"the next",277,"few",8
"they have",277,"a",9
"to get",277,"some",6
"to the",277,"point",6
"a few",276,"minutes",5
"dont know",276,"how",9
"in a",276,"while",4
"to meet",276,"you",7
"a handful",275,"of",9
"all of",275,"you",6
"didnt want",275,"to",10
"i can",275,"get",5
"if i",275,"was",4
"of the",275,"same",6
"which is",275,"a",8
"as you",274,"can",6
"for the",274,"past",7
"in other",274,"words",8
"is part",274,"of",7
"and i",273,"know",5
"at least",273,"a",8
"is to",273,"be",5
"the state",273,"of",9
"i guess",272,"i",7
"i was",272,"so",5
"in the",272,"third",6
"it as",272,"a",5
"rt if",272,"you",5
"should be",272,"a",9
"a good",271,"time",6
"be one",271,"of",6
"give me",271,"a",7
"i was",271,"able",5
"if you",271,"need",6
"in the",271,"th",6
"know what",271,"to",9
"need to",271,"do",7
"to watch",271,"the",8
"across the",270,"country",10
"that i",270,"would",6
"were able",270,"to",9
"best way",269,"to",8
"hall of",269,"fame",7
"people who",269,"are",10
"way to",269,"the",6
"are trying",268,"to",10
"back on",268,"the",7
"i think",268,"im",7
"in recent",268,"years",9
"it could",268,"be",8
"it would",268,"have",8
"when you",268,"have",8
"along with",267,"the",10
"come to",267,"the",7
"i didnt",267,"know",7
"of the",267,"city",6
"the importance",267,"of",14
"for the",266,"most",7
"get to",266,"the",6
"ready to",266,"go",8
"to come",266,"to",7
"as one",265,"of",6
"for the",265,"new",7
"i am",265,"in",4
"let you",265,"know",7
"could be",264,"a",8
"going to",264,"make",8
"i dont",264,"care",6
"much as",264,"i",7
"that i",264,"could",6
"we have",264,"been",7
"happy birthday",263,"to",14
"of the",263,"night",6
"one of",263,"his",6
"over the",263,"next",8
"see you",263,"there",7
"that you",263,"have",8
"the world",263,"and",9
"two of",263,"the",6
"want you",263,"to",8
"happy new",262,"year",9
"me and",262,"i",6
"the history",262,"of",11
"and there",261,"are",9
"at one",261,"point",6
"but i",261,"was",5
"i could",261,"have",7
"if i",261,"can",4
"if i",261,"could",4
"on the",261,"ground",6
"the world",261,"is",9
"and the",260,"other",7
"bottom of",260,"the",9
"for the",260,"mention",7
"parts of",260,"the",8
"in the",259,"day",6
"like to",259,"see",7
"he had",258,"a",6
"know if",258,"you",7
"may have",258,"been",8
"of the",258,"state",6
"the majority",258,"of",12
"the second",258,"half",10
"think about",258,"it",11
"as good",257,"as",7
"in high",257,"school",7
"not to",257,"be",6
"that kind",257,"of",9
"we can",257,"do",6
"i know",256,"you",6
"i think",256,"you",7
"if you",256,"do",6
"is that",256,"i",7
"it was",256,"not",6
"just wanted",256,"to",11
"me and",256,"my",6
"on the",256,"th",6
"the lack",256,"of",8
"to the",256,"public",6
"will have",256,"a",9
"able to",255,"get",7
"but this",255,"is",8
"for us",255,"to",6
"on how",255,"to",6
"who wants",255,"to",9
"a bit",254,"more",5
"and they",254,"are",8
"but in",254,"the",6
"even though",254,"i",11
"forward to",254,"the",10
"i love",254,"this",6
"to know",254,"that",7
"was trying",254,"to",10
"had no",253,"idea",6
"on the",253,"same",6
"the federal",253,"government",11
"the first",253,"half",9
"the first",253,"place",9
"to focus",253,"on",8
"version of",253,"the",10
"really want",252,"to",11
"them in",252,"the",7
"there are",252,"many",9
"time in",252,"the",7
"when you",252,"are",8
"will be",252,"able",7
"you know",252,"i",8
"in new",251,"jersey",6
"the age",251,"of",7
"the first",251,"round",9
"to go",251,"out",5
"to me",251,"i",5
"dont know",250,"if",9
"if it",250,"is",5
"if you",250,"were",6
"im not",250,"a",6
"it might",250,"be",8
"that has",250,"been",8
"this will",250,"be",9
"be the",249,"first",6
"getting ready",249,"to",13
"he said",249,"i",7
"i don’t",249,"think",7
"id love",249,"to",7
"of course",249,"the",9
"some kind",249,"of",9
"the process",249,"of",11
"whether or",249,"not",10
"you are",249,"the",7
"but there",248,"is",9
"wish i",248,"had",6
"a few",247,"months",5
"are you",247,"doing",7
"going to",247,"go",8
"reminds me",247,"of",10
"that is",247,"not",7
"you dont",247,"know",8
"don’t want",246,"to",10
"i should",246,"have",8
"the need",246,"to",8
"want to",246,"make",7
"who has",246,"been",7
"getting ready",245,"for",13
"in the",245,"fourth",6
"little bit",245,"of",10
"the death",245,"of",9
"the right",245,"to",9
"two years",245,"ago",9
"up in",245,"a",5
"a lot",244,"to",5
"in the",244,"right",6
"to have",244,"you",7
"a fan",243,"of",5
"and will",243,"be",8
"do not",243,"have",6
"for the",243,"ff",7
"he did",243,"not",6
"he wants",243,"to",8
"i had",243,"no",5
"i have",243,"never",6
"i tried",243,"to",7
"the department",243,"of",14
"to be",243,"at",5
"to be",243,"more",5
"what i",243,"was",6
"you have",243,"the",8
"he wanted",242,"to",9
"to win",242,"a",6
"we are",242,"not",6
"when you",242,"get",8
"im trying",241,"to",9
"it is",241,"to",5
"so excited",241,"to",10
"to be",241,"done",5
"and for",240,"the",7
"and that",240,"the",8
"known as",240,"the",8
"not to",240,"mention",6
"the last",240,"two",8
"welcome to",240,"the",10
"a look",239,"at",6
"all of",239,"this",6
"and one",239,"of",7
"he is",239,"the",5
"love to",239,"see",7
"on the",239,"new",6
"all of",238,"our",6
"and his",238,"wife",7
"be part",238,"of",7
"be the",238,"best",6
"have you",238,"ever",8
"in the",238,"car",6
"they need",238,"to",9
"what is",238,"your",7
"you guys",238,"are",8
"you had",238,"a",7
"a good",237,"idea",6
"but i",237,"do",5
"make sure",237,"to",9
"of the",237,"way",6
"out how",237,"to",7
"the course",237,"of",10
"you have",237,"any",8
"an opportunity",236,"to",14
"get rid",236,"of",7
"if there",236,"is",8
"in an",236,"interview",5
"the side",236,"of",8
"wanted to",236,"be",9
"and i",235,"just",5
"know what",235,"you",9
"of the",235,"last",6
"time for",235,"the",8
"to catch",235,"up",8
"a trip",234,"to",6
"do you",234,"want",6
"is a",234,"little",4
"is about",234,"to",8
"on the",234,"phone",6
"should have",234,"been",11
"and we",233,"are",6
"be at",233,"the",5
"im pretty",233,"sure",9
"in your",233,"life",7
"it may",233,"be",6
"the center",233,"of",10
"a ton",232,"of",5
"because it",232,"is",10
"some sort",232,"of",9
"what a",232,"great",6
"a few",231,"hours",5
"back of",231,"the",7
"because they",231,"are",12
"had a",231,"good",5
"thanks for",231,"sharing",10
"thanks for",231,"your",10
"they have",231,"to",9
"for me",230,"and",6
"i still",230,"have",7
"i think",230,"this",7
"the face",230,"of",8
"the heart",230,"of",9
"the past",230,"few",8
"the s",230,"and",5
"the way",230,"the",7
"time for",230,"a",8
"whats going",230,"on",11
"would not",230,"be",9
"as i",229,"was",4
"so if",229,"you",5
"are a",228,"few",5
"can i",228,"get",5
"him in",228,"the",6
"if it",228,"was",5
"is also",228,"a",7
"it makes",228,"me",8
"last night",228,"i",10
"so much",228,"to",7
"the difference",228,"between",14
"this was",228,"the",8
"to know",228,"what",7
"early in",227,"the",8
"i hate",227,"when",6
"i know",227,"its",6
"i should",227,"be",8
"in the",227,"block",6
"of the",227,"things",6
"so much",227,"more",7
"the los",227,"angeles",7
"the point",227,"of",9
"there is",227,"nothing",8
"a time",226,"when",6
"do with",226,"the",7
"i go",226,"to",4
"in the",226,"final",6
"to get",226,"in",6
"what you",226,"think",8
"close to",225,"the",8
"is what",225,"i",7
"thanks to",225,"the",9
"that they",225,"were",9
"the one",225,"who",7
"to be",225,"honest",5
"forward to",224,"seeing",10
"he was",224,"the",6
"i got",224,"the",5
"i will",224,"have",6
"is a",224,"lot",4
"its not",224,"a",7
"on the",224,"first",6
"take a",224,"look",6
"to me",224,"that",5
"working on",224,"a",10
"but there",223,"are",9
"have to",223,"make",7
"have you",223,"been",8
"in los",223,"angeles",6
"it in",223,"a",5
"its a",223,"good",5
"might be",223,"a",8
"of people",223,"who",9
"was supposed",223,"to",12
"a man",222,"who",5
"for at",222,"least",6
"going to",222,"see",8
"i know",222,"what",6
"is there",222,"a",8
"that she",222,"was",8
"those of",222,"you",8
"to say",222,"i",6
"he has",221,"been",6
"i know",221,"it",6
"know that",221,"i",9
"know what",221,"i",9
"less than",221,"a",9
"on to",221,"the",5
"the same",221,"as",8
"they will",221,"be",9
"to see",221,"that",6
"we have",221,"the",7
"you get",221,"a",7
"has not",220,"been",7
"not want",220,"to",8
"this year",220,"the",9
"to the",220,"top",6
"up and",220,"down",6
"are the",219,"best",7
"executive director",219,"of",18
"i made",219,"a",6
"of the",219,"month",6
"of the",219,"us",6
"should not",219,"be",10
"take advantage",219,"of",14
"we are",219,"going",6
"while i",219,"was",7
"a great",218,"deal",7
"here is",218,"a",7
"i am",218,"the",4
"make it",218,"to",7
"time of",218,"the",7
"what happened",218,"to",13
"do the",217,"same",6
"in san",217,"francisco",6
"place in",217,"the",8
"to be",217,"there",5
"to become",217,"a",9
"to think",217,"of",8
"you know",217,"the",8
"back and",216,"forth",8
"hope you",216,"have",8
"if they",216,"are",7
"if you",216,"think",6
"im not",216,"going",6
"last year",216,"and",9
"more than",216,"the",9
"the world",216,"of",9
"we went",216,"to",7
"what you",216,"want",8
"first day",215,"of",9
"has been",215,"the",8
"in the",215,"uk",6
"it is",215,"so",5
"president barack",215,"obama",16
"there have",215,"been",10
"to say",215,"the",6
"trying to",215,"make",9
"you can",215,"find",7
"and then",214,"the",8
"appears to",214,"be",10
"are looking",214,"for",11
"did you",214,"get",7
"earlier this",214,"year",12
"give you",214,"a",8
"the life",214,"of",8
"go to",213,"bed",5
"if you",213,"like",6
"me know",213,"if",7
"out of",213,"it",6
"that i",213,"dont",6
"the things",213,"that",10
"to buy",213,"a",6
"a very",212,"good",6
"can do",212,"it",6
"feel like",212,"a",9
"i hope",212,"to",6
"to build",212,"a",8
"was at",212,"the",6
"a good",211,"one",6
"here are",211,"some",8
"need to",211,"know",7
"of their",211,"own",8
"some of",211,"them",7
"this is",211,"an",7
"to go",211,"with",5
"you dont",211,"want",8
"you know",211,"how",8
"a total",210,"of",7
"and he",210,"was",6
"are on",210,"the",6
"back into",210,"the",9
"go to",210,"sleep",5
"here in",210,"the",7
"involved in",210,"the",11
"out of",210,"his",6
"the associated",210,"press",14
"the idea",210,"that",8
"to one",210,"of",6
"and at",209,"the",6
"and there",209,"is",9
"but i",209,"cant",5
"i’m going",209,"to",9
"look like",209,"a",9
"not so",209,"much",6
"now i",209,"have",5
"of a",209,"new",4
"the type",209,"of",8
"to go",209,"on",5
"to the",209,"new",6
"addition to",208,"the",11
"at this",208,"time",7
"because it",208,"was",10
"first time",208,"i",10
"is just",208,"a",7
"no idea",208,"what",7
"not in",208,"the",6
"spread the",208,"word",10
"that i",208,"will",6
"the value",208,"of",9
"to see",208,"my",6
"trying to",208,"figure",9
"up for",208,"a",6
"and i",207,"can",5
"i want",207,"a",6
"my best",207,"friend",7
"new york",207,"times",8
"to a",207,"new",4
"told me",207,"that",7
"you get",207,"the",7
"had to",206,"do",6
"much of",206,"a",7
"she was",206,"a",7
"and a",205,"few",5
"at the",205,"beginning",6
"for them",205,"to",8
"i could",205,"be",7
"i have",205,"had",6
"in need",205,"of",7
"is all",205,"about",6
"is going",205,"on",8
"it was",205,"great",6
"last time",205,"i",9
"said in",205,"an",7
"talking about",205,"the",13
"the quality",205,"of",11
"the sound",205,"of",9
"to come",205,"back",7
"to try",205,"and",6
"couple of",204,"weeks",9
"for a",204,"couple",5
"had a",204,"lot",5
"need to",204,"go",7
"of you",204,"who",6
"that he",204,"has",7
"the first",204,"day",9
"this is",204,"one",7
"where are",204,"you",9
"are expected",203,"to",12
"at least",203,"i",8
"chance to",203,"win",9
"for a",203,"great",5
"i have",203,"an",6
"i havent",203,"been",8
"looking at",203,"the",10
"more than",203,"one",9
"much for",203,"the",8
"that in",203,"the",7
"that we",203,"can",7
"to worry",203,"about",8
"you for",203,"your",7
"be a",202,"part",4
"i didnt",202,"have",7
"i was",202,"thinking",5
"if you",202,"havent",6
"in favor",202,"of",8
"said that",202,"the",9
