"string","num","next_word","nchar"
"what",2543,"you",4
"off",2541,"the",3
"had",2540,"been",3
"up",2539,"and",2
"i",2535,"thought",1
"of",2513,"it",2
"could",2495,"be",5
"in",2488,"your",2
"a",2485,"very",1
"i",2474,"did",1
"to",2461,"you",2
"forward",2458,"to",7
"make",2458,"it",4
"and",2457,"you",3
"i",2452,"like",1
"and",2446,"he",3
"it",2445,"and",2
"she",2442,"said",3
"used",2440,"to",4
"in",2437,"an",2
"a",2435,"year",1
"the",2429,"game",3
"i",2428,"get",1
"do",2423,"it",2
"and",2421,"his",3
"make",2419,"a",4
"do",2410,"not",2
"it",2393,"i",2
"the",2388,"past",3
"what",2386,"is",4
"know",2377,"what",4
"around",2376,"the",6
"its",2376,"not",3
"me",2369,"i",2
"and",2366,"they",3
"me",2364,"and",2
"to",2364,"come",2
"a",2363,"big",1
"a",2360,"couple",1
"try",2357,"to",3
"about",2353,"it",5
"last",2350,"night",4
"of",2343,"those",2
"out",2333,"to",3
"the",2330,"right",3
"and",2328,"other",3
"just",2326,"a",4
"in",2305,"their",2
"i",2304,"really",1
"see",2303,"the",3
"is",2302,"in",2
"are",2301,"not",3
"you",2294,"will",3
"to",2278,"know",2
"he",2276,"had",2
"i",2262,"didnt",1
"and",2255,"in",3
"you",2249,"dont",3
"dont",2238,"know",4
"looking",2237,"for",7
"look",2236,"at",4
"been",2222,"a",4
"in",2221,"and",2
"of",2214,"all",2
"see",2214,"you",3
"to",2214,"give",2
"is",2208,"it",2
"get",2204,"the",3
"the",2196,"second",3
"for",2187,"this",3
"is",2184,"an",2
"because",2170,"i",7
"it",2168,"has",2
"is",2162,"going",2
"who",2158,"is",3
"people",2157,"who",6
"well",2147,"as",4
"before",2143,"the",6
"not",2136,"the",3
"my",2127,"life",2
"got",2126,"a",3
"and",2120,"its",3
"on",2116,"this",2
"get",2114,"to",3
"of",2114,"you",2
"it",2111,"in",2
"a",2106,"long",1
"in",2105,"our",2
"time",2105,"i",4
"take",2103,"a",4
"of",2100,"us",2
"years",2099,"ago",5
"to",2095,"play",2
"may",2092,"be",3
"high",2081,"school",4
"for",2067,"your",3
"was",2067,"in",3
"are",2061,"a",3
"up",2056,"in",2
"the",2055,"top",3
"know",2054,"that",4
"the",2047,"one",3
"did",2046,"you",3
"the",2045,"rest",3
"of",2025,"her",2
"so",2024,"many",2
"that",2020,"would",4
"the",2018,"house",3
"to",2014,"use",2
"now",2012,"i",3
"we",2005,"had",2
"be",2000,"in",2
"is",1979,"so",2
"and",1978,"my",3
"number",1976,"of",6
"of",1974,"that",2
"no",1971,"one",2
"you",1965,"get",3
"feel",1960,"like",4
"let",1954,"me",3
"if",1950,"they",2
"at",1948,"all",2
"on",1943,"your",2
"you",1942,"think",3
"at",1940,"pm",2
"on",1939,"his",2
"be",1935,"able",2
"not",1934,"be",3
"you",1934,"and",3
"you",1926,"for",3
"with",1921,"you",4
"is",1919,"no",2
"for",1912,"all",3
"to",1896,"hear",2
"what",1883,"the",4
"me",1880,"a",2
"last",1875,"week",4
"ready",1872,"to",5
"love",1870,"to",4
"of",1869,"these",2
"she",1869,"is",3
"when",1868,"they",4
"when",1864,"it",4
"you",1864,"do",3
"them",1863,"to",4
"was",1863,"not",3
"to",1860,"all",2
"we",1857,"will",2
"and",1856,"to",3
"than",1854,"the",4
"enough",1853,"to",6
"follow",1853,"me",6
"instead",1850,"of",7
"those",1846,"who",5
"the",1845,"year",3
"the",1839,"whole",3
"first",1838,"time",5
"i",1826,"hate",1
"with",1826,"his",4
"down",1824,"the",4
"after",1821,"a",5
"couple",1816,"of",6
"might",1816,"be",5
"lots",1812,"of",4
"is",1803,"one",2
"to",1801,"start",2
"back",1799,"in",4
"ive",1798,"been",3
"went",1795,"to",4
"up",1787,"for",2
"the",1786,"th",3
"about",1785,"a",5
"of",1783,"an",2
"the",1783,"two",3
"to",1781,"your",2
"to",1780,"his",2
"how",1772,"much",3
"and",1767,"is",3
"this",1764,"morning",4
"in",1762,"that",2
"what",1761,"a",4
"come",1760,"to",4
"out",1759,"there",3
"who",1755,"are",3
"and",1753,"not",3
"as",1751,"it",2
"the",1749,"people",3
"i",1748,"don’t",1
"wait",1748,"to",4
"check",1744,"out",5
"so",1737,"far",2
"does",1735,"not",4
"dont",1731,"have",4
"will",1731,"have",4
"said",1730,"that",4
"rest",1728,"of",4
"but",1727,"he",3
"looking",1726,"forward",7
"too",1725,"much",3
"to",1721,"this",2
"that",1720,"are",4
"is",1712,"my",2
"i",1706,"wish",1
"with",1705,"me",4
"when",1700,"we",4
"you",1699,"need",3
"i",1696,"guess",1
"up",1691,"on",2
"a",1690,"day",1
"against",1688,"the",7
"away",1688,"from",4
"hard",1688,"to",4
"got",1672,"to",3
"time",1670,"for",4
"if",1668,"it",2
"it",1664,"all",2
"decided",1663,"to",7
"as",1658,"an",2
"you",1656,"guys",3
"the",1655,"company",3
"having",1653,"a",6
"the",1651,"fact",3
"across",1650,"the",6
"for",1650,"an",3
"out",1645,"and",3
"that",1639,"a",4
"for",1637,"his",3
"than",1636,"a",4
"about",1633,"to",5
"under",1633,"the",5
"of",1632,"people",2
"hope",1631,"you",4
"their",1630,"own",5
"to",1624,"put",2
"many",1617,"of",4
"for",1615,"some",3
"to",1612,"win",2
"up",1612,"a",2
"that",1610,"will",4
"thanks",1607,"to",6
"this",1602,"weekend",4
"love",1600,"the",4
"and",1598,"more",3
"im",1598,"going",2
"not",1596,"only",3
"make",1595,"the",4
"have",1594,"you",4
"it",1591,"out",2
"must",1590,"be",4
"this",1587,"time",4
"think",1585,"i",5
"like",1583,"that",4
"of",1583,"what",2
"who",1583,"was",3
"as",1582,"much",2
"my",1576,"favorite",2
"wants",1572,"to",5
"make",1570,"sure",4
"where",1570,"the",5
"him",1569,"to",3
"you",1567,"should",3
"of",1563,"its",2
"or",1562,"the",2
"who",1557,"has",3
"there",1550,"were",5
"and",1549,"was",3
"said",1548,"it",4
"we",1548,"need",2
"a",1546,"small",1
"that",1541,"she",4
"looks",1536,"like",5
"with",1531,"an",4
"needs",1527,"to",5
"this",1527,"was",4
"at",1525,"this",2
"need",1525,"a",4
"a",1524,"week",1
"as",1522,"they",2
"is",1519,"just",2
"in",1516,"which",2
"each",1514,"other",4
"to",1512,"watch",2
"you",1510,"were",3
"had",1506,"the",3
"you",1506,"i",3
"the",1502,"big",3
"what",1499,"they",4
"have",1495,"no",4
"then",1491,"i",4
"ill",1488,"be",3
"in",1488,"her",2
"it",1484,"the",2
"percent",1484,"of",7
"to",1483,"our",2
"do",1482,"i",2
"or",1481,"a",2
"as",1480,"he",2
"based",1478,"on",5
"ready",1476,"for",5
"and",1472,"all",3
"fact",1472,"that",4
"along",1471,"with",5
"it",1471,"a",2
"for",1469,"more",3
"going",1468,"on",5
"said",1467,"i",4
"so",1467,"that",2
"but",1463,"its",3
"st",1463,"louis",2
"is",1458,"still",2
"can",1456,"do",3
"the",1454,"country",3
"with",1452,"her",4
"even",1450,"though",4
"on",1450,"their",2
"what",1450,"we",4
"if",1449,"we",2
"as",1448,"we",2
"but",1448,"not",3
"the",1441,"team",3
"and",1439,"have",3
"i",1438,"still",1
"to",1438,"try",2
"know",1435,"how",4
"my",1434,"own",2
"talking",1431,"about",7
"i",1430,"see",1
"say",1428,"that",3
"to",1427,"meet",2
"better",1426,"than",6
"they",1425,"can",4
"the",1419,"story",3
"is",1418,"on",2
"get",1416,"it",3
"even",1415,"if",4
"working",1409,"on",7
"the",1407,"book",3
"and",1404,"im",3
"for",1404,"our",3
"a",1402,"man",1
"down",1401,"to",4
"are",1396,"in",3
"has",1390,"to",3
"that",1388,"has",4
"i",1387,"should",1
"the",1383,"case",3
"for",1382,"it",3
"it",1382,"up",2
"that",1380,"this",4
"the",1379,"season",3
"us",1375,"to",2
"and",1369,"now",3
"can",1369,"you",3
"if",1368,"he",2
"i",1366,"saw",1
"time",1366,"and",4
"in",1365,"fact",2
"tried",1365,"to",5
"this",1364,"one",4
"could",1362,"have",5
"was",1361,"just",3
"love",1360,"it",4
"like",1358,"this",4
"to",1357,"it",2
"for",1355,"that",3
"i",1353,"wanted",1
"wish",1350,"i",4
"listening",1348,"to",9
"you",1346,"a",3
"but",1345,"they",3
"think",1345,"of",5
"the",1344,"show",3
"like",1342,"it",4
"chance",1341,"to",6
"the",1337,"s",3
"to",1336,"talk",2
"and",1334,"if",3
"he",1334,"would",2
"and",1333,"so",3
"because",1330,"the",7
"day",1330,"of",3
"on",1330,"it",2
"talk",1330,"about",4
"happy",1328,"birthday",5
"is",1327,"what",2
"and",1325,"get",3
"since",1325,"the",5
"the",1323,"middle",3
"its",1318,"the",3
"know",1316,"i",4
"said",1316,"in",4
"im",1315,"so",2
"do",1314,"the",2
"and",1309,"she",3
"the",1308,"follow",3
"a",1307,"while",1
"to",1307,"her",2
"from",1305,"my",4
"in",1305,"new",2
"due",1304,"to",3
"rather",1302,"than",6
"you",1302,"in",3
"the",1299,"united",3
"for",1298,"their",3
"all",1297,"i",3
"im",1297,"a",2
"less",1296,"than",4
"for",1295,"us",3
"will",1295,"not",4
"with",1294,"your",4
"it",1292,"on",2
"for",1290,"her",3
"i",1290,"miss",1
"if",1290,"youre",2
"to",1290,"look",2
"are",1289,"so",3
"like",1288,"i",4
"as",1286,"you",2
"bit",1286,"of",3
"to",1283,"read",2
"with",1283,"this",4
"and",1281,"their",3
"just",1281,"got",4
"on",1281,"to",2
"side",1280,"of",4
"and",1279,"for",3
"because",1279,"it",7
"so",1278,"we",2
"but",1277,"we",3
"they",1276,"will",4
"to",1276,"pay",2
"a",1273,"way",1
"made",1273,"a",4
"not",1271,"sure",3
"on",1271,"that",2
"is",1269,"also",2
"front",1268,"of",5
"to",1266,"think",2
"was",1265,"so",3
"and",1264,"how",3
"not",1263,"have",3
"should",1262,"have",6
"the",1262,"national",3
"me",1261,"that",2
"they",1260,"had",4
"you",1259,"like",3
"you",1258,"could",3
"it",1257,"for",2
"to",1256,"their",2
"tell",1253,"you",4
"but",1251,"you",3
"how",1251,"many",3
"today",1251,"i",5
"at",1250,"home",2
"is",1244,"now",2
"new",1244,"jersey",3
"with",1244,"it",4
"i",1241,"went",1
"people",1239,"are",6
"may",1236,"have",3
"have",1235,"an",4
"out",1235,"for",3
"to",1235,"stop",2
"you",1234,"cant",3
"out",1233,"in",3
"i",1230,"never",1
"in",1229,"one",2
"we",1229,"all",2
"i",1227,"used",1
"off",1227,"to",3
"the",1225,"future",3
"time",1225,"in",4
"who",1225,"have",3
"to",1224,"tell",2
"continue",1220,"to",8
"dont",1220,"want",4
"for",1220,"years",3
"all",1219,"that",3
"the",1219,"final",3
"to",1219,"buy",2
"are",1218,"going",3
"his",1218,"own",3
"theres",1218,"a",6
"seems",1215,"to",5
"my",1213,"mom",2
"can",1212,"get",3
"to",1212,"an",2
"good",1210,"morning",4
"am",1209,"i",2
"no",1209,"longer",2
"day",1208,"i",3
"a",1204,"chance",1
"a",1204,"time",1
"what",1203,"it",4
"on",1202,"twitter",2
"the",1202,"more",3
"between",1201,"the",7
"being",1200,"a",5
"top",1200,"of",3
"the",1199,"word",3
"tell",1198,"me",4
"sort",1197,"of",4
"you",1197,"all",3
"and",1195,"will",3
"do",1195,"with",2
"i",1194,"also",1
"in",1194,"order",2
"makes",1193,"me",5
"my",1192,"first",2
"dont",1191,"think",4
"find",1190,"a",4
"but",1189,"that",3
"and",1186,"what",3
"and",1183,"her",3
"much",1183,"of",4
"in",1182,"front",2
"be",1181,"on",2
"me",1181,"in",2
"think",1180,"about",5
"united",1180,"states",6
"that",1176,"there",4
"was",1175,"going",3
"because",1173,"they",7
"the",1170,"night",3
"the",1169,"back",3
"a",1167,"huge",1
"would",1163,"like",5
"and",1161,"some",3
"but",1159,"im",3
"me",1157,"the",2
"to",1157,"share",2
"told",1156,"me",4
"i",1155,"said",1
"i",1154,"found",1
"think",1153,"that",5
"where",1153,"i",5
"supposed",1152,"to",8
"seem",1151,"to",4
"i",1150,"mean",1
"at",1149,"am",2
"take",1148,"the",4
"all",1145,"day",3
"to",1143,"stay",2
"all",1142,"my",3
"out",1141,"on",3
"a",1140,"nice",1
"it",1138,"but",2
"you",1136,"see",3
"live",1135,"in",4
"much",1134,"more",4
"you",1130,"just",3
"on",1125,"our",2
"with",1124,"that",4
"i",1122,"knew",1
"to",1122,"bring",2
"was",1122,"an",3
"while",1122,"the",5
"to",1118,"show",2
"and",1114,"there",3
"much",1114,"as",4
"the",1114,"great",3
"to",1114,"that",2
"we",1111,"do",2
"a",1109,"better",1
"she",1109,"has",3
"the",1109,"public",3
"lol",1107,"i",3
"the",1107,"road",3
"for",1105,"those",3
"back",1104,"and",4
"the",1103,"man",3
"full",1102,"of",4
"only",1102,"one",4
"good",1101,"luck",4
"the",1101,"old",3
"in",1100,"all",2
"at",1099,"my",2
"talk",1099,"to",4
"i",1098,"made",1
"next",1098,"week",4
"the",1097,"idea",3
"not",1096,"just",3
"sense",1095,"of",5
"to",1095,"follow",2
"it",1093,"with",2
"to",1093,"create",2
"any",1092,"of",3
"one",1089,"day",3
"has",1087,"the",3
"in",1087,"it",2
"the",1085,"school",3
"close",1083,"to",5
"about",1082,"this",5
"do",1081,"that",2
"and",1079,"has",3
"waiting",1078,"for",7
"know",1075,"the",4
"them",1075,"and",4
"to",1075,"write",2
"with",1075,"some",4
"so",1074,"the",2
"until",1074,"the",5
"to",1072,"live",2
"day",1071,"and",3
"when",1071,"she",4
"how",1070,"i",3
"just",1070,"as",4
"got",1069,"the",3
"how",1069,"the",3
"and",1068,"this",3
"made",1068,"it",4
"with",1068,"their",4
"amount",1067,"of",6
"or",1067,"not",2
"it",1065,"just",2
"what",1065,"do",4
"my",1063,"new",2
"and",1059,"when",3
"of",1059,"time",2
"what",1058,"are",4
"here",1057,"in",4
"expected",1056,"to",8
"to",1056,"move",2
"about",1054,"how",5
"every",1054,"day",5
"on",1054,"her",2
"i",1053,"havent",1
"in",1050,"to",2
"interested",1050,"in",10
"can",1049,"i",3
"with",1049,"all",4
"your",1049,"own",4
"in",1047,"its",2
"two",1046,"years",3
"the",1041,"morning",3
"the",1040,"entire",3
"los",1038,"angeles",3
"you",1038,"so",3
"is",1035,"this",2
"them",1035,"in",4
"before",1033,"i",6
"wait",1033,"for",4
"of",1031,"me",2
"said",1031,"they",4
"life",1027,"is",4
"a",1026,"large",1
"who",1025,"had",3
"the",1024,"third",3
"and",1023,"an",3
"the",1023,"kids",3
"all",1021,"over",3
"its",1019,"been",3
"to",1019,"learn",2
"can",1018,"see",3
"people",1018,"in",6
"out",1017,"a",3
"and",1016,"even",3
"him",1016,"and",3
"no",1016,"matter",2
"now",1016,"that",3
"listen",1014,"to",6
"as",1013,"if",2
"what",1012,"he",4
"it",1011,"can",2
"that",1011,"one",4
"the",1011,"good",3
"to",1011,"change",2
"would",1011,"not",5
"a",1010,"whole",1
"look",1009,"like",4
"know",1005,"if",4
"to",1004,"him",2
"here",1003,"is",4
"well",1003,"i",4
"in",1000,"some",2
"among",999,"the",5
"excited",997,"to",7
"made",996,"the",4
"came",994,"to",4
"he",994,"will",2
"but",990,"in",3
"and",988,"one",3
"director",988,"of",8
"next",988,"year",4
"good",987,"to",4
"order",986,"to",5
"since",986,"i",5
"along",985,"the",5
"it",985,"seems",2
"see",985,"what",3
"that",984,"in",4
"why",984,"i",3
"would",984,"love",5
"to",982,"leave",2
"but",981,"this",3
"it",981,"as",2
"thats",981,"a",5
"which",981,"was",5
"do",980,"a",2
"may",980,"not",3
"you",979,"would",3
"for",978,"them",3
"are",976,"all",3
"things",976,"that",6
"but",975,"if",3
"she",975,"had",3
"the",970,"door",3
"he",969,"did",2
"next",969,"to",4
"i",966,"always",1
"looking",965,"at",7
"my",965,"heart",2
"were",965,"not",4
"comes",964,"to",5
"how",963,"do",3
"is",963,"about",2
"be",962,"there",2
"to",962,"run",2
"an",961,"hour",2
"would",960,"you",5
"for",959,"him",3
"is",957,"more",2
"to",957,"eat",2
"this",956,"season",4
"said",955,"she",4
"what",955,"to",4
"day",954,"to",3
"he",954,"says",2
"just",954,"like",4
"in",953,"love",2
"the",953,"university",3
"the",952,"number",3
"you",950,"may",3
"yes",947,"i",3
"my",945,"mind",2
"that",945,"my",4
"mothers",943,"day",7
"think",942,"the",5
"years",940,"of",5
"the",939,"movie",3
"was",939,"to",3
"miss",938,"you",4
"not",938,"going",3
"out",938,"with",3
"when",938,"a",4
"you",937,"the",3
"they",936,"would",4
"but",934,"a",3
"thinking",934,"about",8
"a",933,"real",1
"and",933,"as",3
"so",932,"you",2
"deal",931,"with",4
"more",931,"of",4
"use",930,"the",3
"a",929,"different",1
"my",929,"head",2
"of",929,"new",2
"think",929,"it",5
"a",928,"bad",1
"and",928,"your",3
"the",928,"ball",3
"the",928,"sun",3
"it",927,"comes",2
"me",927,"know",2
"thats",927,"what",5
"group",926,"of",5
"san",926,"francisco",3
"the",924,"family",3
"the",924,"government",3
"lack",923,"of",4
"of",922,"being",2
"that",922,"can",4
"with",921,"us",4
"which",920,"i",5
"the",917,"real",3
"might",916,"have",5
"year",915,"and",4
"the",914,"very",3
"you",914,"too",3
"we",913,"got",2
"a",911,"single",1
"was",911,"on",3
"a",908,"month",1
"with",908,"him",4
"we",907,"dont",2
"and",906,"make",3
"social",906,"media",6
"the",906,"main",3
"see",905,"it",3
"the",905,"biggest",3
"happy",904,"to",5
"long",903,"time",4
"made",903,"me",4
"that",903,"have",4
"to",903,"them",2
"use",902,"of",3
"a",901,"friend",1
"i",901,"say",1
"same",901,"time",4
"so",901,"it",2
"sure",901,"to",4
"the",901,"point",3
"did",900,"i",3
"the",900,"worst",3
"they",900,"dont",4
"we",900,"should",2
"do",899,"this",2
"is",899,"your",2
"just",899,"the",4
"gonna",898,"be",5
"that",898,"if",4
"to",897,"sleep",2
"what",897,"was",4
"i",896,"believe",1
"the",896,"law",3
"today",896,"is",5
"where",896,"you",5
"even",894,"more",4
"the",892,"car",3
"ability",891,"to",7
"be",891,"an",2
"become",891,"a",6
"long",891,"as",4
"needed",891,"to",6
"people",890,"to",6
"a",889,"woman",1
"is",889,"very",2
"the",889,"st",3
"work",886,"on",4
"back",885,"on",4
"is",885,"for",2
"to",885,"let",2
"i",884,"might",1
"and",883,"had",3
"here",882,"and",4
"and",880,"are",3
"something",880,"that",9
"the",879,"american",3
"opportunity",878,"to",11
"told",878,"the",4
"a",877,"second",1
"easy",877,"to",4
"rt",877,"i",2
"the",877,"weekend",3
"make",876,"me",4
"university",876,"of",10
"i",875,"felt",1
"the",875,"week",3
"how",874,"you",3
"is",874,"all",2
"his",872,"first",3
"have",870,"any",4
"over",869,"a",4
"where",869,"he",5
"willing",869,"to",7
"all",868,"about",3
"hope",868,"to",4
"its",868,"just",3
"like",867,"you",4
"see",867,"a",3
"my",866,"friend",2
"now",866,"and",3
"on",866,"friday",2
"my",864,"friends",2
"home",863,"and",4
"the",863,"money",3
"to",862,"check",2
"believe",859,"that",7
"only",859,"a",4
"time",859,"of",4
"a",857,"more",1
"so",857,"excited",2
"about",856,"what",5
"list",856,"of",4
"little",856,"bit",6
"the",855,"film",3
"they",855,"do",4
"to",855,"spend",2
"find",854,"out",4
"and",853,"just",3
"every",853,"time",5
"on",853,"saturday",2
"go",852,"back",2
"just",852,"to",4
"your",852,"life",4
"and",851,"no",3
"could",851,"not",5
"for",849,"example",3
"had",849,"no",3
"now",848,"the",3
"have",846,"had",4
"down",845,"and",4
"it’s",844,"a",4
"the",844,"bottom",3
"we",844,"could",2
"am",839,"not",2
"though",839,"i",6
"took",839,"a",4
"because",838,"he",7
"have",838,"some",4
"piece",837,"of",5
"throughout",837,"the",10
"the",836,"things",3
"a",835,"wonderful",1
"about",835,"that",5
"on",835,"monday",2
"he",834,"can",2
"he",834,"could",2
"time",834,"the",4
"are",833,"still",3
"the",832,"federal",3
"there",830,"will",5
"with",830,"no",4
"day",829,"in",3
"then",828,"the",4
"up",828,"at",2
"as",826,"long",2
"type",826,"of",4
"we",826,"would",2
"i",825,"remember",1
"set",825,"up",3
"plenty",824,"of",6
"that",824,"were",4
"me",823,"on",2
"think",822,"its",5
"through",822,"a",7
"many",821,"people",4
"say",821,"the",3
"focus",820,"on",5
"get",820,"out",3
"the",820,"water",3
"us",820,"and",2
"you",820,"might",3
"way",819,"of",3
"president",817,"of",9
"can",816,"make",3
"his",816,"wife",3
"is",816,"there",2
"the",816,"problem",3
"a",815,"book",1
"im",815,"in",2
"be",814,"more",2
"from",814,"his",4
"after",813,"all",5
"i",813,"started",1
"in",812,"addition",2
"not",812,"in",3
"the",812,"name",3
"and",810,"see",3
"is",810,"like",2
"life",810,"and",4
"see",809,"how",3
"was",809,"one",3
"i",808,"go",1
"known",806,"as",5
"but",805,"there",3
"on",805,"and",2
"the",805,"truth",3
"come",804,"out",4
"it",804,"so",2
"version",804,"of",7
"work",804,"with",4
"i",803,"wanna",1
"the",803,"moment",3
"a",802,"game",1
"one",802,"that",3
"watching",802,"the",8
"a",801,"job",1
"and",801,"on",3
"of",801,"life",2
"behind",800,"the",6
"sounds",800,"like",6
"you",800,"go",3
"one",799,"is",3
"plans",799,"to",5
"thats",798,"the",5
"with",798,"them",4
"likely",797,"to",6
"we",797,"want",2
"the",796,"area",3
"while",796,"i",5
"year",796,"the",4
"come",795,"back",4
"im",795,"just",2
"members",795,"of",7
"place",794,"to",5
"san",793,"diego",3
"but",791,"when",3
"were",791,"in",4
"go",790,"on",2
"on",790,"top",2
"at",786,"work",2
"coming",786,"to",6
"out",786,"that",3
"the",786,"event",3
"and",784,"of",3
"to",784,"build",2
"in",783,"for",2
"nice",783,"to",4
"the",783,"group",3
"half",782,"of",4
"thousands",782,"of",9
"of",781,"how",2
"be",780,"at",2
"come",780,"on",4
"he",780,"also",2
"some",780,"people",4
"were",780,"going",4
"it",778,"had",2
"it",777,"does",2
"pick",777,"up",4
"is",776,"good",2
"member",776,"of",6
"to",776,"us",2
"within",775,"the",6
"that",774,"its",4
"there",774,"and",5
"were",774,"a",4
"were",774,"the",4
"here",773,"are",4
"something",773,"to",9
"department",772,"of",10
"no",772,"idea",2
"than",772,"i",4
"was",772,"that",3
"welcome",772,"to",7
"the",771,"street",3
"a",770,"beautiful",1
"and",770,"said",3
"friends",770,"and",7
"one",770,"thing",3
"the",770,"board",3
"for",768,"following",3
"the",768,"latest",3
"to",768,"and",2
"her",767,"to",3
"that",767,"could",4
"at",766,"that",2
"for",764,"one",3
"last",763,"month",4
"work",763,"and",4
