"string","num","next_word","nchar"
"love you so so so muchd<U+2665> i",10,"suscribed",26
"me i love you so so so",10,"muchd<U+2665>",22
"muchd<U+2665> i suscribed every single one of",10,"your",38
"new song saysomething comes to itunes i",10,"will",39
"nightmiobi taught me to shoot for my",10,"dreamsily",36
"now youre just somebody that i used",10,"to",35
"of your videos on youtube plz follow",10,"me",36
"one of your videos on youtube plz",10,"follow",33
"please follow me i love you so",10,"so",30
"saysomething comes to itunes i will buy",10,"it",39
"single one of your videos on youtube",10,"plz",36
"so muchd<U+2665> i suscribed every single one",10,"of",38
"so so muchd<U+2665> i suscribed every single",10,"one",37
"so so so muchd<U+2665> i suscribed every",10,"single",33
"song saysomething comes to itunes i will",10,"buy",40
"suscribed every single one of your videos",10,"on",41
"the change you wish to see in",10,"the",29
"to itunes i will buy it and",10,"listen",27
"until new song saysomething comes to itunes",10,"i",43
"wait until new song saysomething comes to",10,"itunes",41
"will buy it and listen to it",10,"everyday",28
"you so so so muchd<U+2665> i suscribed",10,"every",31
"youre just somebody that i used to",10,"know",34
"and sashacan they sing happy birthday to",9,"her",40
"at the world famous comic strip live",9,"nyc",36
"boston add boston add boston add boston",9,"add",39
"can with the pungleme app check it",9,"out",34
"crazy but heres my number so call",9,"me",33
"g sugar g fiber mg sodium mg",9,"calcium",28
"holiday season you can with the pungleme",9,"app",40
"is crazy but heres my number so",9,"call",31
"kimberly and sashacan they sing happy birthday",9,"to",46
"level mp cost damage attacks up to",9,"enemies",34
"margin of error of plus or minus",9,"percentage",32
"of error of plus or minus percentage",9,"points",36
"sashacan they sing happy birthday to her",9,"please",40
"season you can with the pungleme app",9,"check",36
"shoutout to kimberly and sashacan they sing",9,"happy",43
"the university of chicago chicago illinois incorporated",9,"in",55
"this holiday season you can with the",9,"pungleme",36
"this is crazy but heres my number",9,"so",33
"to kimberly and sashacan they sing happy",9,"birthday",40
"you can with the pungleme app check",9,"it",35
"a margin of error of plus or",8,"minus",28
"a mi run with a pace of",8,"mi",23
"according to the national conference of state",8,"legislatures",45
"and listen to it everyday im so",8,"proud",31
"be the change you wish to see",8,"in",29
"belieber is going to explode of overjoyness",8,"hours",43
"buy it and listen to it everyday",8,"im",32
"calories g fat mg cholesterol g protein",8,"g",39
"carbohydrate g sugar g fiber mg sodium",8,"mg",38
"change you wish to see in the",8,"world",29
"close they were to success when they",8,"gave",36
"dont care i dont care i dont",8,"care",28
"every single belieber is going to explode",8,"of",41
"finished a mi run with a pace",8,"of",29
"following me on twitter dont forget to",8,"follow",38
"for following me on twitter dont forget",8,"to",39
"freaking out keep freaking out keep freaking",8,"out",44
"g carbohydrate g sugar g fiber mg",8,"sodium",33
"granite city was arrested in the block",8,"of",38
"how close they were to success when",8,"they",35
"i dont care i dont care i",8,"dont",25
"in the first three months of the",8,"year",32
"in the right place at the right",8,"time",31
"it and listen to it everyday im",8,"so",31
"it would mean the world to me",8,"if",29
"just finished a mi run with a",8,"pace",29
"keep freaking out keep freaking out keep",8,"freaking",40
"law loyola university of chicago chicago illinois",8,"incorporated",49
"listen to it everyday im so proud",8,"of",33
"loyola university of chicago chicago illinois incorporated",8,"in",58
"me on twitter dont forget to follow",8,"me",35
"met you and this is crazy but",8,"heres",29
"on twitter dont forget to follow me",8,"on",35
"per serving calories g fat g saturated",8,"fat",38
"per serving calories g fat mg cholesterol",8,"g",41
"protein g carbohydrate g sugar g fiber",8,"mg",38
"revenue at stores open at least a",8,"year",33
"serving calories g fat mg cholesterol g",8,"protein",39
"single belieber is going to explode of",8,"overjoyness",38
"thanks for following me on twitter dont",8,"forget",39
"to it everyday im so proud of",8,"you",29
"twitter dont forget to follow me on",8,"google",35
"you and this is crazy but heres",8,"my",31
"you i love you i love you",8,"i",25
"am your best fan in chile follow",7,"me",32
"are people who did not realize how",7,"close",34
"baby you light up my world like",7,"nobody",31
"basic program weekend conference the university of",7,"chicago",50
"because of how big of a fan",7,"i",27
"best fan in chile follow me pleasee",7,"oh",35
"big of a fan i am nuff",7,"said",22
"birthday to her please what kind of",7,"donuts",35
"can guarantee you that on monday every",7,"single",38
"carbohydrates g fiber mg sodium percent calories",7,"from",48
"care i dont care i dont care",7,"i",28
"charity water this holiday season you can",7,"with",41
"chile follow me pleasee oh please d",7,"d",35
"cholesterol g protein g carbohydrates g fiber",7,"mg",45
"coming to the stage at the world",7,"famous",32
"did not realize how close they were",7,"to",35
"did not respond to a request for",7,"comment",32
"dont unfollow me if you are human",7,"promise",33
"failures are people who did not realize",7,"how",39
"fan in chile follow me pleasee oh",7,"please",33
"fat mg cholesterol g protein g carbohydrates",7,"g",44
"follow me because of how big of",7,"a",31
"follow me follow me follow me follow",7,"me",36
"follow me pleasee oh please d d",7,"d",31
"for more information or to register go",7,"to",38
"for pips profit of the community volume",7,"is",39
"forgive myself that i have accepted and",7,"allowed",39
"g carbohydrates g fiber mg sodium percent",7,"calories",41
"g fat mg cholesterol g protein g",7,"carbohydrates",32
"g fiber mg sodium percent calories from",7,"fat",39
"g protein g carbohydrates g fiber mg",7,"sodium",36
"go instead where there is no path",7,"and",33
"guarantee you that on monday every single",7,"belieber",41
"happy birthday to her please what kind",7,"of",38
"her please what kind of donuts do",7,"the",33
"how big of a fan i am",7,"nuff",21
"i am your best fan in chile",7,"follow",27
"i can guarantee you that on monday",7,"every",34
"i forgive myself that i have accepted",7,"and",37
"if you are human promise to follow",7,"you",34
"if you want to support charity water",7,"this",36
"in chile follow me pleasee oh please",7,"d",36
"in the cumberland county jail in lieu",7,"of",37
"instead where there is no path and",7,"leave",34
"kind of donuts do the boyz like",7,"dd",31
"lead go instead where there is no",7,"path",33
"lodged in the cumberland county jail in",7,"lieu",39
"makes it a state crime to be",7,"in",28
"may lead go instead where there is",7,"no",34
"me because of how big of a",7,"fan",26
"me if you are human promise to",7,"follow",30
"mg cholesterol g protein g carbohydrates g",7,"fiber",42
"mikey mikey mikey mikey mikey mikey mikey",7,"mikey",41
"mind dont matter and those who matter",7,"dont",37
"monday every single belieber is going to",7,"explode",40
"myself that i have accepted and allowed",7,"myself",39
"not realize how close they were to",7,"success",34
"of how big of a fan i",7,"am",21
"on monday every single belieber is going",7,"to",40
"out keep freaking out keep freaking out",7,"keep",39
"path may lead go instead where there",7,"is",36
"people who did not realize how close",7,"they",36
"per serving calories calories from fat percent",7,"of",46
"pips profit of the community volume is",7,"trading",38
"please what kind of donuts do the",7,"boyz",33
"possession of a weapon for an unlawful",7,"purpose",38
"profit of the community volume is trading",7,"the",41
"protein g carbohydrates g fiber mg sodium",7,"percent",41
"rarely succeed unless they have fun in",7,"what",38
"realize how close they were to success",7,"when",38
"serving calories calories from fat percent of",7,"total",45
"serving calories g fat g saturated fat",7,"mg",38
"should follow me because of how big",7,"of",35
"sing happy birthday to her please what",7,"kind",38
"stage at the world famous comic strip",7,"live",37
"succeed unless they have fun in what",7,"they",36
"support charity water this holiday season you",7,"can",45
"that i have accepted and allowed myself",7,"to",39
"that on monday every single belieber is",7,"going",39
"that rose on the new york stock",7,"exchange",31
"the cumberland county jail in lieu of",7,"bail",37
"the path may lead go instead where",7,"there",34
"the stage at the world famous comic",7,"strip",35
"the university of medicine and dentistry of",7,"new",43
"there is no path and leave a",7,"trail",28
"they sing happy birthday to her please",7,"what",38
"three words three words three words three",7,"words",41
"to her please what kind of donuts",7,"do",33
"to support charity water this holiday season",7,"you",44
"to the stage at the world famous",7,"comic",32
"unfollow me if you are human promise",7,"to",36
"unless they have fun in what they",7,"are",33
"want to support charity water this holiday",7,"season",42
"was lodged in the cumberland county jail",7,"in",40
"water this holiday season you can with",7,"the",38
"what kind of donuts do the boyz",7,"like",31
"where the path may lead go instead",7,"where",34
"where there is no path and leave",7,"a",32
"who did not realize how close they",7,"were",34
"who mind dont matter and those who",7,"matter",34
"who you are and say what you",7,"feel",28
"would mean the world to me if",7,"you",29
"you are human promise to follow you",7,"back",35
"you light up my world like nobody",7,"else",33
"you that on monday every single belieber",7,"is",40
"you want to support charity water this",7,"holiday",38
"your best fan in chile follow me",7,"pleasee",32
"a firm foundation with the bricks others",6,"have",40
"a little drunk on you and high",6,"on",30
"according to the centers for disease control",6,"and",44
"all you have to do is leave",6,"a",27
"among the first people to say the",6,"secret",33
"and i love you so so so",6,"much",23
"and on wednesday at the wallingford ct",6,"show",38
"and other things relevant to your photos",6,"separate",40
"and say what you feel because those",6,"who",35
"and this is crazy but heres my",6,"number",30
"are and say what you feel because",6,"those",33
"are rounded to the nearest whole number",6,"calories",39
"arianator she loves you so much please",6,"make",38
"at the rock and roll hall of",6,"fame",28
"be among the first people to say",6,"the",32
"because those who mind dont matter and",6,"those",38
"birthday and i love you so so",6,"so",29
"birthday can i get a happy birthday",6,"kimberly",35
"boyfriend everywhere favorite song on replay love",6,"you",49
"can i get a happy birthday kimberly",6,"please",35
"can lay a firm foundation with the",6,"bricks",34
"can we interview you and on wednesday",6,"at",37
"cholesterol g protein g carbohydrate g sugar",6,"g",44
"cutest guy ever i wish he would",6,"follow",31
"do you happen to have a extra",6,"pair",29
"do you know how hard it is",6,"to",26
"drinks today be among the first people",6,"to",38
"ever i wish he would follow me",6,"thats",30
"every one that rose on the new",6,"york",30
"everywhere favorite song on replay love you",6,"now",43
"favorite song on replay love you now",6,"to",36
"feb a yearold resident of the block",6,"of",35
"fell for every one that rose on",6,"the",31
"firm foundation with the bricks others have",6,"thrown",43
"follow me i would do the best",6,"day",29
"follow me thats my goal for today",6,"its",33
"follow your huge arianator she loves you",6,"so",40
"following better wine guide now following you",6,"too",45
"for every one that rose on the",6,"new",30
"for following better wine guide now following",6,"you",45
"for there to be a dance with",6,"life",28
"foundation with the bricks others have thrown",6,"at",45
"francisco its available in your customer area",6,"now",45
"free drinks today be among the first",6,"people",36
"g protein g carbohydrate g sugar g",6,"fiber",34
"gloucester county dream park route south logan",6,"township",46
"guy ever i wish he would follow",6,"me",31
"happen to have a extra pair of",6,"tickets",30
"happy mothers day to all the moms",6,"out",33
"he was lodged in the cumberland county",6,"jail",38
"he would follow me thats my goal",6,"for",32
"hey i just met you this is",6,"crazy",26
"huge arianator she loves you so much",6,"please",36
"i havent been on here in a",6,"while",26
"i love you so so so much",6,"will",24
"i wish he would follow me thats",6,"my",31
"i would even go so far as",6,"to",25
"im a little drunk on you and",6,"high",28
"in item c above pp and in",6,"item",25
"in san francisco its available in your",6,"customer",38
"in the first three months of this",6,"year",33
"incorporated in item c above pp and",6,"in",35
"information per serving values are rounded to",6,"the",45
"interview you and on wednesday at the",6,"wallingford",37
"is my th birthday and i love",6,"you",28
"is one who can lay a firm",6,"foundation",25
"is the cutest guy ever i wish",6,"he",29
"it a state crime to be in",6,"the",25
"it was only a matter of time",6,"before",28
"its my birthday can i get a",6,"happy",27
"landmarks and other things relevant to your",6,"photos",43
"lay a firm foundation with the bricks",6,"others",37
"lecture series the basic program the university",6,"of",47
"let us know if you have any",6,"questions",27
"life in prison without the possibility of",6,"parole",41
"little drunk on you and high on",6,"summertime",31
"love you so so so much will",6,"you",27
"loves you so much please make her",6,"dream",33
"me follow me follow me follow me",6,"follow",32
"me i would do the best day",6,"of",26
"me it would mean the world to",6,"me",29
"me thats my goal for today its",6,"just",30
"mg cholesterol g protein g carbohydrate g",6,"sugar",41
"mothers day to all the moms out",6,"there",31
"my birthday can i get a happy",6,"birthday",29
"my th birthday and i love you",6,"so",29
"nutrition information per serving values are rounded",6,"to",52
"of pluto by twintapes did you receive",6,"it",37
"on feb a yearold resident of the",6,"block",32
"on replay love you now to get",6,"noticed",29
"one that rose on the new york",6,"stock",29
"one who can lay a firm foundation",6,"with",33
"other things relevant to your photos separate",6,"tags",45
"people rarely succeed unless they have fun",6,"in",42
"per serving values are rounded to the",6,"nearest",37
"please follow me i would do the",6,"best",31
"please follow your huge arianator she loves",6,"you",43
"relevant to your photos separate tags with",6,"commas",42
"robert wood johnson university hospital in new",6,"brunswick",46
"san francisco its available in your customer",6,"area",44
"series the basic program the university of",6,"chicago",42
"server in san francisco its available in",6,"your",40
"serving values are rounded to the nearest",6,"whole",41
"she loves you so much please make",6,"her",33
"six criminal counts related to campaign finance",6,"violations",47
"so much please make her dream come",6,"true",34
"so much will you please follow me",6,"back",33
"so so much will you please follow",6,"me",33
"so so so much will you please",6,"follow",29
"song on replay love you now to",6,"get",30
"stocks fell for every one that rose",6,"on",35
"th birthday and i love you so",6,"so",29
"thanks for following better wine guide now",6,"following",42
"thanks for the follow i look forward",6,"to",36
"thanks for the follow we look forward",6,"to",37
"thats my goal for today its just",6,"one",32
"the bartender and your first drink is",6,"free",37
"the bowl of a stand mixer fitted",6,"with",32
"the cutest guy ever i wish he",6,"would",29
"the first people to say the secret",6,"word",34
"the us centers for disease control and",6,"prevention",38
"there to be a dance with life",6,"a",29
"they have fun in what they are",6,"doing",30
"things relevant to your photos separate tags",6,"with",44
"those who mind dont matter and those",6,"who",36
"to have a extra pair of tickets",6,"for",31
"to the bartender and your first drink",6,"is",37
"to the centers for disease control and",6,"prevention",38
"today be among the first people to",6,"say",34
"today is my th birthday and i",6,"love",29
"university of medicine and dentistry of new",6,"jersey",43
"values are rounded to the nearest whole",6,"number",39
"we interview you and on wednesday at",6,"the",36
"who can lay a firm foundation with",6,"the",34
"wish he would follow me thats my",6,"goal",32
"words three words three words three words",6,"three",41
"would follow me thats my goal for",6,"today",33
"you and on wednesday at the wallingford",6,"ct",39
"you are and say what you feel",6,"because",29
"you happen to have a extra pair",6,"of",31
"you have to do is leave a",6,"comment",25
"you so much please make her dream",6,"come",33
"you so so so much will you",6,"please",26
"your huge arianator she loves you so",6,"much",36
"a barrel on the new york mercantile",5,"exchange",35
"a km run with a time of",5,"with",23
"a light at the end of the",5,"tunnel",25
"a question what does one four three",5,"mean",35
"a state crime to be in the",5,"country",26
"a successful man is one who can",5,"lay",31
"a theft was reported in the block",5,"of",33
"about finding yourself life is about creating",5,"yourself",45
"after you go to classes aspen penn",5,"square",34
"ai jroc playing the hottest hip hop",5,"dance",35
"and exercise diary for and was under",5,"her",36
"and what lies before us are tiny",5,"matters",32
"approximate values per serving calories g fat",5,"mg",45
"are tiny matters compared to what lies",5,"within",38
"are what we repeatedly do excellence then",5,"is",41
"as told to plain dealer reporter marcia",5,"pledger",39
"at deer run branch library n main",5,"st",33
"at the end of the day you",5,"have",25
"attacks up to enemies times chance to",5,"stun",37
"bartender and your first drink is free",5,"mahalo",38
"basic program of liberal education for adults",5,"the",45
"basic program the university of chicago chicago",5,"illinois",47
"be beast what im saying is beast",5,"i",32
"be buzzing if she was your first",5,"followerif",32
"beast what im saying is beast i",5,"love",31
"before us are tiny matters compared to",5,"what",38
"behind us and what lies before us",5,"are",33
"believe that someday hell follow me back",5,"neversaynever",40
"bowl of a stand mixer fitted with",5,"the",33
"boyfriend is going to be beast what",5,"im",35
"broken in two let my love take",5,"you",30
"bst u free ebook award winning novel",5,"gray",36
"but at the end of the day",5,"i",25
"but at the end of the day",5,"you",25
"but i knoe that it will happen",5,"someday",30
"buzzing if she was your first followerif",5,"not",40
"by but i knoe that it will",5,"happen",26
"call this number please its my friends",5,"birthday",38
"cant wait for believe boyfriend is amazing",5,"proud",42
"cant wait now boyfriend is going to",5,"be",35
"capitalism with the supreme flavor and spirit",5,"of",45
"ckc custom homes is dedicated to designing",5,"and",42
"cody jasper band can not wait to",5,"play",32
"completed her food and exercise diary for",5,"and",41
"cost damage attacks up to enemies times",5,"chance",39
"country club plaza st charles for more",5,"information",38
"course the school of law loyola university",5,"of",42
"damage attacks up to enemies times chance",5,"to",41
"deathshe would be buzzing if she was",5,"your",36
"deer run branch library n main st",5,"ofallon",33
"desire is the starting point of all",5,"achievement",35
"diary for and was under her calorie",5,"goal",35
"djs ai jroc playing the hottest hip",5,"hop",35
"do excellence then is not an act",5,"but",32
"do not go where the path may",5,"lead",28
"does one four three mean when its",5,"sung",33
"electronic trading on the new york mercantile",5,"exchange",45
"enemies times chance to stun the enemy",5,"for",38
"excellence then is not an act but",5,"a",33
"exercise diary for and was under her",5,"calorie",36
"faces up to years in prison if",5,"convicted",30
"feel because those who mind dont matter",5,"and",39
"finding the limits of the possible is",5,"by",37
"finished a km run with a time",5,"of",29
"first followerif not she will end up",5,"like",36
"follow hope youre entertained by what you",5,"read",41
"follow me please i love you so",5,"much",30
"follow she loves you too deathshe would",5,"be",39
"followerif not she will end up like",5,"stan",35
"food and exercise diary for and was",5,"under",35
"for believe boyfriend is amazing proud of",5,"you",41
"for the follow hope youre entertained by",5,"what",40
"form of capitalism with the supreme flavor",5,"and",42
"four three mean when its sung in",5,"a",32
"get noticed by but i knoe that",5,"it",30
"go to classes aspen penn square mall",5,"athletic",36
"go where the path may lead go",5,"instead",29
"going to be beast what im saying",5,"is",32
"guilty to six criminal counts related to",5,"campaign",40
"has pleaded not guilty to six criminal",5,"counts",38
"have a question what does one four",5,"three",34
"he won the lottery what would he",5,"do",32
"head head head head head head head",5,"head",34
"her food and exercise diary for and",5,"was",35
"hes i believe that someday hell follow",5,"me",38
"highest form of capitalism with the supreme",5,"flavor",43
"hope youre entertained by what you read",5,"here",39
"i believe that someday hell follow me",5,"back",37
"i cant wait for believe boyfriend is",5,"amazing",36
"i dont know what i would do",5,"without",27
"i feel so close to you right",5,"now",28
"i have a question what does one",5,"four",31
"i just finished a km run with",5,"a",29
"i knoe that it will happen someday",5,"so",34
"i shouldnt be at work i shouldnt",5,"be",32
"i thought i was the only one",5,"who",28
"i wont give up on us even",5,"if",25
"i would do the best day of",5,"all",26
"if he won the lottery what would",5,"he",32
"if she was your first followerif not",5,"she",36
"im saying is beast i love you",5,"kidrauhl",29
"impossible to get noticed by but i",5,"knoe",34
"in electronic trading on the new york",5,"mercantile",37
"in the bowl of a stand mixer",5,"fitted",28
"in the wrong place at the wrong",5,"time",31
"is going to be beast what im",5,"saying",28
"isnt about finding yourself life is about",5,"creating",41
"item c above pp and in item",5,"b",27
"its impossible to get noticed by but",5,"i",36
"its my friends birthday she would be",5,"so",36
"jasper band can not wait to play",5,"in",32
"journey of a thousand miles begins with",5,"a",39
"jroc playing the hottest hip hop dance",5,"music",38
"just finished a km run with a",5,"time",29
"km run with a time of with",5,"nike",26
"knit to the end of the row",5,"stitches",26
"knoe that it will happen someday so",5,"neversaynever",35
"let my love take you higher cause",5,"i",33
"let us know if you need any",5,"help",27
"liberal education for adults the university of",5,"chicago",46
"lies before us are tiny matters compared",5,"to",40
"lies behind us and what lies before",5,"us",35
"life isnt about finding yourself life is",5,"about",40
"lifes failures are people who did not",5,"realize",37
"limits of the possible is by going",5,"beyond",34
"list the location school landmarks and other",5,"things",44
"location school landmarks and other things relevant",5,"to",51
"lottery what would he do with the",5,"money",33
"loves me she loves me not she",5,"loves",29
"loves you too deathshe would be buzzing",5,"if",39
"man is one who can lay a",5,"firm",24
"me she loves me not she loves",5,"me",29
"mi run with a pace of mi",5,"with",24
"mp cost damage attacks up to enemies",5,"times",36
"much please make her dream come true",5,"<U+E328>",36
"my friends birthday she would be so",5,"happy",35
"my goal for today its just one",5,"clickdplease",30
"my love take you higher cause i",5,"still",31
"nearest whole number calories calories from fat",5,"percent",47
"not go where the path may lead",5,"go",30
"not guilty to six criminal counts related",5,"to",41
"noticed by but i knoe that it",5,"will",29
"now boyfriend is going to be beast",5,"what",34
"number calories calories from fat percent of",5,"total",44
"number please its my friends birthday she",5,"would",41
"of capitalism with the supreme flavor and",5,"spirit",41
"of finding the limits of the possible",5,"is",37
"of liberal education for adults the university",5,"of",46
"of lifes failures are people who did",5,"not",36
"of million or cents per share in",5,"the",32
"of the mind lecture series the basic",5,"program",36
"of the patient protection and affordable care",5,"act",45
"of the possible is by going beyond",5,"them",34
