"string","num","next_word","nchar"
"is going to be a",16,"great",16
"know if you have any",16,"questions",20
"light at the end of",16,"the",19
"million or cents per share",16,"in",26
"season to taste with salt",16,"and",25
"spoke on condition of anonymity",16,"because",31
"the first three months of",16,"the",25
"the first time in a",16,"long",19
"the late s and early",16,"s",20
"the us food and drug",16,"administration",20
"was arrested in the block",16,"of",25
"was pronounced dead at the",16,"scene",26
"we have a new server",16,"ready",20
"what it would be like",16,"to",21
"add boston add boston add",15,"boston",25
"am i the only one",15,"that",17
"am visit wwwradiotagrcomwfuv to tag",15,"this",35
"at the end of the",15,"game",17
"can i get a follow",15,"back",18
"carbohydrate g protein g fiber",15,"mg",30
"cholesterol g carbohydrate g protein",15,"g",36
"department of health and human",15,"services",30
"dont know about you but",15,"i",23
"first three months of the",15,"year",25
"first time in a long",15,"time",20
"for the rest of your",15,"life",20
"free and open to the",15,"public",20
"g carbohydrate g protein g",15,"fiber",26
"going to be a good",15,"day",18
"going to be a long",15,"day",18
"has nothing to do with",15,"the",22
"heres my number so call",15,"me",23
"i know a lot of",15,"people",15
"im not the only one",15,"who",19
"in the first half of",15,"the",20
"is it just me or",15,"does",16
"it is going to be",15,"a",17
"it was going to be",15,"a",18
"its available in your customer",15,"area",30
"just somebody that i used",15,"to",25
"let me know if i",15,"can",16
"let me know if you",15,"want",18
"not going to be able",15,"to",20
"of million or cents per",15,"share",23
"of the postdispatch contributed to",15,"this",34
"on the wrong side of",15,"the",20
"pm april in the block",15,"of",21
"thank you so much for",15,"your",21
"thank you thank you thank",15,"you",25
"thanks so much for stopping",15,"by",27
"the postdispatch contributed to this",15,"report",36
"will be the death of",15,"me",20
"a lot of work to",14,"do",16
"and let me know what",14,"you",20
"are just a few of",14,"the",17
"at the beginning of the",14,"year",23
"at the end of the",14,"first",17
"at the end of the",14,"tunnel",17
"at the other end of",14,"the",19
"at the start of the",14,"season",19
"bar reservations and credit cards",14,"accepted",33
"calories calories from fat percent",14,"of",34
"calories from fat percent of",14,"total",28
"calories g fat g saturated",14,"fat",26
"excited to be a part",14,"of",20
"faces up to years in",14,"prison",20
"family law tip of the",14,"day",21
"fat percent of total calories",14,"g",29
"follow me im a big",14,"fan",18
"for an extended period of",14,"time",25
"for as long as i",14,"can",16
"for the rest of the",14,"season",19
"from fat percent of total",14,"calories",25
"full bar reservations and credit",14,"cards",32
"g fat g saturated fat",14,"mg",21
"g saturated fat mg cholesterol",14,"g",30
"going to be a lot",14,"of",17
"had a great time at",14,"the",19
"he was a member of",14,"the",18
"hope to see you again",14,"soon",21
"i was thinking the same",14,"thing",23
"if you know what i",14,"mean",18
"let us know if you",14,"have",18
"love you i love you",14,"i",19
"may the th be with",14,"you",18
"mg cholesterol g carbohydrate g",14,"protein",31
"my number so call me",14,"maybe",20
"of total calories g fat",14,"g",23
"on the first day of",14,"the",19
"percent of total calories g",14,"fat",27
"please follow me im a",14,"big",21
"secretary of state hillary rodham",14,"clinton",33
"texas family law tip of",14,"the",23
"thanks for the rt have",14,"a",22
"thanks to all who came",14,"out",22
"the end of the day",14,"you",18
"the latest in a series",14,"of",22
"this is crazy but heres",14,"my",23
"this is not to say",14,"that",18
"to taste with salt and",14,"pepper",22
"to the other side of",14,"the",20
"today is going to be",14,"a",20
"what did you think of",14,"the",21
"who do you think you",14,"are",20
"you and this is crazy",14,"but",21
"you dont have to worry",14,"about",22
"a step in the right",13,"direction",19
"all i have to do",13,"is",16
"at the end of last",13,"year",18
"at the top of the",13,"page",17
"calories g fat g saturated",13,"g",26
"county jail in lieu of",13,"bail",22
"fat g saturated g trans",13,"fats",23
"fats mg cholesterol g carbohydrate",13,"g",34
"for an hour and a",13,"half",17
"for the first time in",13,"my",21
"for the first time in",13,"the",21
"for the rest of their",13,"lives",21
"from the point of view",13,"of",22
"g fat g saturated g",13,"trans",19
"g saturated g trans fats",13,"mg",24
"g trans fats mg cholesterol",13,"g",27
"happy mothers day to all",13,"of",24
"has to be one of",13,"the",16
"hope to see you at",13,"the",18
"i am going to try",13,"to",17
"i have to admit that",13,"i",20
"i have to say that",13,"i",18
"i hope you are having",13,"a",21
"i want you to know",13,"that",18
"if you have any questions",13,"about",25
"is going to be a",13,"good",16
"is one of the most",13,"important",18
"it would be a good",13,"idea",18
"its going to be a",13,"good",17
"just wanted to let you",13,"know",22
"love you with all my",13,"heart",20
"may the odds be ever",13,"in",20
"me know if you have",13,"any",19
"mg cholesterol g protein g",13,"carbohydrate",26
"mothers day to all the",13,"moms",22
"not sure how i feel",13,"about",19
"odds be ever in your",13,"favor",20
"of plus or minus percentage",13,"points",27
"on the opposite side of",13,"the",23
"one of my all time",13,"favorite",18
"or cents per share in",13,"the",21
"patient protection and affordable care",13,"act",38
"please please follow me i",13,"love",25
"respond to a request for",13,"comment",24
"saturated g trans fats mg",13,"cholesterol",25
"stores open at least a",13,"year",22
"thank you so much for",13,"sharing",21
"the dow jones industrial average",13,"rose",32
"the end of the day",13,"it",18
"the list goes on and",13,"on",20
"the odds be ever in",13,"your",19
"the second year in a",13,"row",20
"there are a lot of",13,"people",18
"total calories g fat g",13,"saturated",22
"trans fats mg cholesterol g",13,"carbohydrate",27
"us know if we can",13,"help",17
"we would love to have",13,"you",21
"why is it so hard",13,"to",17
"with the securities and exchange",13,"commission",32
"you dont have to be",13,"a",19
"you please follow me im",13,"a",23
"according to the national weather",12,"service",33
"account to support you please",12,"follow",29
"and to washington dc for",12,"a",24
"as far as i can",12,"tell",15
"award winning novel gray rainbow",12,"journey",32
"be sure to check out",12,"the",20
"boston add boston add boston",12,"add",28
"but heres my number so",12,"call",22
"cant remember the last time",12,"i",27
"certified wet tshirt contest friday",12,"club",35
"club drama want to get",12,"in",22
"contest friday club drama want",12,"to",30
"dc for a concert and",12,"meetngreet",20
"dont want to go to",12,"school",18
"drama want to get in",12,"for",20
"ebook award winning novel gray",12,"rainbow",30
"endangering the welfare of a",12,"child",28
"follow me please i love",12,"you",23
"for a concert and meetngreet",12,"austintodc",28
"for free txt me i",12,"will",17
"for the first time this",12,"season",23
"free ebook award winning novel",12,"gray",30
"free txt me i will",12,"tell",18
"friday club drama want to",12,"get",25
"g certified wet tshirt contest",12,"friday",30
"get in for free txt",12,"me",19
"go so far as to",12,"say",15
"gray rainbow journey limited time",12,"offer",33
"had nothing to do with",12,"the",22
"has a lot to do",12,"with",15
"havent been on here in",12,"a",22
"hey i just met you",12,"and",18
"i dont know if i",12,"can",16
"i have no idea what",12,"it",19
"i love you with all",12,"my",19
"i made this account to",12,"support",22
"i spent a lot of",12,"time",16
"i thought it would be",12,"fun",21
"i want to go to",12,"the",15
"if i do say so",12,"myself",14
"in for free txt me",12,"i",18
"is off to a great",12,"start",17
"it had nothing to do",12,"with",20
"it was great to meet",12,"you",20
"looking forward to working with",12,"you",31
"made this account to support",12,"you",28
"me i will tell you",12,"how",18
"me know if i can",12,"help",16
"met you and this is",12,"crazy",19
"novel gray rainbow journey limited",12,"time",34
"now that i think about",12,"it",22
"of law loyola university of",12,"chicago",27
"off the top of my",12,"head",17
"rainbow journey limited time offer",12,"contact",34
"saturated fat mg cholesterol g",12,"protein",30
"school of law loyola university",12,"of",31
"states and the district of",12,"columbia",26
"support you please follow me",12,"im",28
"thanks so much for the",12,"rt",22
"the first round of the",12,"playoffs",22
"the first time in my",12,"life",20
"the national highway traffic safety",12,"administration",35
"the national oceanic and atmospheric",12,"administration",36
"the patient protection and affordable",12,"care",37
"the school of law loyola",12,"university",24
"this account to support you",12,"please",27
"to get in for free",12,"txt",18
"to support you please follow",12,"me",28
"to washington dc for a",12,"concert",22
"tshirt contest friday club drama",12,"want",32
"txt me i will tell",12,"you",18
"want to be a part",12,"of",17
"want to get in for",12,"free",18
"washington dc for a concert",12,"and",27
"wet tshirt contest friday club",12,"drama",30
"what have you been up",12,"to",21
"will be interesting to see",12,"how",26
"winning novel gray rainbow journey",12,"limited",34
"with information is asked to",12,"call",28
"with salt and pepper to",12,"taste",23
"you i love you i",12,"love",16
"a special place in my",11,"heart",21
"a tweet from would make",11,"my",23
"all in all it was",11,"a",17
"and this is crazy but",11,"heres",21
"at the time of the",11,"shooting",18
"by the end of this",11,"year",18
"dont know what to do",11,"with",20
"even go so far as",11,"to",17
"for following the hilltop on",11,"twitter",28
"for more information or to",11,"register",26
"for the first time in",11,"his",21
"for the second year in",11,"a",22
"from the other side of",11,"the",22
"from would make my nightmiobi",11,"taught",29
"getting a tweet from would",11,"make",26
"glad im not the only",11,"one",20
"happy mothers day to all",11,"you",24
"hope you all had a",11,"great",18
"hope you had a great",11,"time",20
"hope you have a good",11,"day",20
"hope you have a great",11,"weekend",21
"i dont want to go",11,"to",17
"i havent been on twitter",11,"in",24
"i hope you all have",11,"a",19
"i just met you and",11,"this",18
"i knew i was going",11,"to",18
"i need to get out",11,"of",17
"i thought it would be",11,"a",21
"i was the only one",11,"who",18
"if at first you dont",11,"succeed",20
"in the blink of an",11,"eye",18
"in the parking lot of",11,"the",21
"is going to be a",11,"long",16
"is what i came up",11,"with",17
"it has something to do",11,"with",22
"it took me a while",11,"to",18
"it was great to see",11,"you",19
"just met you and this",11,"is",21
"law loyola university of chicago",11,"chicago",32
"loyola university of chicago chicago",11,"illinois",36
"make my nightmiobi taught me",11,"to",28
"march a yearold resident of",11,"the",27
"me i love you so",11,"much",16
"mothers day to all the",11,"mothers",22
"my nightmiobi taught me to",11,"shoot",26
"nightmiobi taught me to shoot",11,"for",29
"off the face of the",11,"earth",19
"on march a yearold resident",11,"of",27
"or percent to the nasdaq",11,"composite",24
"over and over and over",11,"again",22
"president and chief executive of",11,"the",32
"right place at the right",11,"time",24
"roses are red violets are",11,"blue",25
"susan g komen for the",11,"cure",21
"taught me to shoot for",11,"my",22
"thank you so much for",11,"following",21
"thanks for following the hilltop",11,"on",32
"thanks for taking the time",11,"to",26
"the other side of the",11,"world",21
"the right place at the",11,"right",22
"there are a lot of",11,"things",18
"this is not the first",11,"time",21
"this is the first time",11,"ive",22
"this was the first time",11,"i",23
"through no fault of their",11,"own",25
"to all the moms out",11,"there",19
"to be one of the",11,"best",16
"to figure out a way",11,"to",19
"to figure out what to",11,"do",21
"today is the first day",11,"of",22
"tweet from would make my",11,"nightmiobi",24
"until the end of the",11,"year",20
"us know if you have",11,"any",19
"wake up in the morning",11,"and",22
"would be a good idea",11,"to",20
"would make my nightmiobi taught",11,"me",31
"you wish to see in",11,"the",18
"youre just somebody that i",11,"used",26
"a force to be reckoned",10,"with",22
"a look at some of",10,"the",17
"always smile bro follow me",10,"belieberboy",26
"am i the only person",10,"who",20
"and by the end of",10,"the",17
"as long as i can",10,"remember",16
"at pm april in the",10,"block",18
"at the bottom of this",10,"post",21
"at the end of the",10,"school",17
"at the end of this",10,"month",18
"at the same time it",10,"is",19
"at the top of the",10,"list",17
"at the world famous comic",10,"strip",25
"but at the same time",10,"it",20
"buy it and listen to",10,"it",20
"cant wait to see you",10,"guys",20
"cant wait until new song",10,"saysomething",24
"change you wish to see",10,"in",22
"cholesterol g protein g carbohydrate",10,"g",36
"comes to itunes i will",10,"buy",22
"did not return a call",10,"seeking",21
"error of plus or minus",10,"percentage",22
"every single one of your",10,"videos",24
"everything you need to know",10,"about",27
"follow me follow me follow",10,"me",26
"follow me would mean so",10,"much",23
"follow she is you biggest",10,"fan",25
"for a long period of",10,"time",20
"for the rest of his",10,"life",19
"for those of you who",10,"are",20
"go out of my way",10,"to",16
"great way to start the",10,"day",22
"had a great time last",10,"night",21
"have something to do with",10,"the",25
"hope everyone is having a",10,"wonderful",25
"i am thinking about getting",10,"a",27
"i could go on and",10,"on",17
"i dont care i dont",10,"care",18
"i hate not being able",10,"to",21
"i have no idea what",10,"the",19
"i just cant wait until",10,"new",22
"i need to get back",10,"to",18
"i suscribed every single one",10,"of",28
"i think it would be",10,"a",19
"i think its going to",10,"be",20
"i thought it was going",10,"to",22
"i wanted to be able",10,"to",19
"i will buy it and",10,"listen",17
"i woke up this morning",10,"and",22
"in every sense of the",10,"word",21
"in such a way as",10,"to",16
"in the late s and",10,"early",17
"in the san francisco bay",10,"area",24
"in the second half of",10,"the",21
"in the second round of",10,"the",22
"is crazy but heres my",10,"number",21
"is free and open to",10,"the",19
"is no such thing as",10,"a",19
"is that too much to",10,"ask",19
"it and listen to it",10,"everyday",19
"it turned out to be",10,"a",19
"it was one of the",10,"best",17
"it was only a matter",10,"of",20
"its been a while since",10,"i",22
"its only a matter of",10,"time",20
"itunes i will buy it",10,"and",20
"just cant wait until new",10,"song",24
"larceny a larceny was reported",10,"at",30
"let me know if you",10,"are",18
"love you so so so",10,"muchd<U+2665>",17
"me i love you so",10,"so",16
"me it would mean the",10,"world",20
"me to shoot for my",10,"dreamsily",18
"muchd<U+2665> i suscribed every single",10,"one",31
"new song saysomething comes to",10,"itunes",30
"now youre just somebody that",10,"i",28
"of your videos on youtube",10,"plz",25
"on the west side of",10,"the",19
"one of your videos on",10,"youtube",21
"per serving calories g fat",10,"g",26
"please follow me would mean",10,"so",27
"please follow she is you",10,"biggest",24
"saysomething comes to itunes i",10,"will",30
"single one of your videos",10,"on",25
"so muchd<U+2665> i suscribed every",10,"single",27
"so so muchd<U+2665> i suscribed",10,"every",24
"so so so muchd<U+2665> i",10,"suscribed",17
"song saysomething comes to itunes",10,"i",33
"suscribed every single one of",10,"your",29
"thank you for all you",10,"do",21
"thank you for the follow",10,"i",24
"thank you for the kind",10,"words",22
"thank you so much for",10,"all",21
"thank you to everyone who",10,"came",25
"thanks for following robin lynch",10,"aerialist",32
"thanks for the shout out",10,"we",24
"that has nothing to do",10,"with",22
"that i was going to",10,"be",19
"the change you wish to",10,"see",22
"the city kansas missouri news",10,"televison",29
"the dow jones industrial average",10,"fell",32
"the end of the day",10,"we",18
"the end of the first",10,"quarter",20
"the good the bad and",10,"the",20
"the national register of historic",10,"places",33
"the state department of environmental",10,"protection",37
"the world famous comic strip",10,"live",28
"there have been a lot",10,"of",21
"those of you who have",10,"been",21
"thought it was going to",10,"be",23
"to get the most out",10,"of",19
"to itunes i will buy",10,"it",20
"to terms with the fact",10,"that",22
"toothbrush express offers great prices",10,"on",38
"trying to figure out what",10,"to",25
"until new song saysomething comes",10,"to",33
"videos on youtube plz follow",10,"me",28
"wait until new song saysomething",10,"comes",32
"was only a matter of",10,"time",20
"was the right thing to",10,"do",22
"we are in the process",10,"of",21
"we cant wait to see",10,"you",19
"what it means to be",10,"a",19
"what the hell is going",10,"on",22
"what would you do if",10,"you",20
"will buy it and listen",10,"to",22
"wish you the best of",10,"luck",20
"would like to know more",10,"about",23
"you so so so muchd<U+2665>",10,"i",19
"your videos on youtube plz",10,"follow",26
"a couple of weeks ago",9,"i",21
"a good way to start",9,"the",19
"a great way to start",9,"the",20
"a light at the end",9,"of",18
"a lot of people in",9,"the",18
"all i had to do",9,"was",15
"am to pm monday through",9,"friday",23
"and sashacan they sing happy",9,"birthday",28
"are what we repeatedly do",9,"excellence",25
"as a matter of fact",9,"i",19
"at stores open at least",9,"a",23
"baby you light up my",9,"world",20
"by the time we got",9,"to",18
"can i get a happy",9,"birthday",17
"can with the pungleme app",9,"check",25
"cant wait to see you",9,"in",20
"completed of passes for yards",9,"and",29
"cost damage attacks up to",9,"enemies",25
"crazy but heres my number",9,"so",25
"department of health and senior",9,"services",31
"didn’t know what to do",9,"with",22
"dont get me wrong i",9,"love",19
"former cuyahoga county commissioner jimmy",9,"dimora",41
"g fiber mg sodium mg",9,"calcium",20
"g sugar g fiber mg",9,"sodium",18
"happy birthday hope you have",9,"a",28
"harry potter and the deathly",9,"hallows",28
"have a lot of work",9,"to",18
"have come to the conclusion",9,"that",27
"have nothing to do with",9,"the",23
"have to go back to",9,"the",18
"here are a few of",9,"my",17
"here is a picture of",9,"the",20
"holiday season you can with",9,"the",27
"hope you all have a",9,"wonderful",19
"hope you had a great",9,"weekend",20
"how does it feel to",9,"be",19
"hundreds of millions of dollars",9,"in",31
"i am going to have",9,"to",18
"i came to the conclusion",9,"that",24
"i cant wait to go",9,"to",17
"i had no idea what",9,"to",18
"i have come to the",9,"conclusion",18
"i hope everyone is having",9,"a",25
"i hope you have a",9,"wonderful",17
"i just want you to",9,"know",18
"i love you so much",9,"and",18
"i need to go to",9,"the",15
"i wasnt that drunk dude",9,"you",23
"im not a big fan",9,"of",16
"in any way shape or",9,"form",19
"in the bottom of the",9,"th",20
"in the grand scheme of",9,"things",22
"in the last couple of",9,"weeks",21
"in the last couple of",9,"years",21
"in the middle of the",9,"street",20
"in the next couple of",9,"weeks",21
"in the right place at",9,"the",21
"is not an act but",9,"a",17
"is the first time i",9,"have",19
"is the right thing to",9,"do",21
"it is one of the",9,"most",16
"it one day at a",9,"time",15
"it was the first time",9,"i",21
"its been a long time",9,"since",20
"its been a while since",9,"ive",22
"keep freaking out keep freaking",9,"out",31
"keep up the good work",9,"and",21
"kimberly and sashacan they sing",9,"happy",31
"know what to do with",9,"myself",20
"la la la la la",9,"la",14
"let me know how i",9,"can",17
"level mp cost damage attacks",9,"up",28
"like its going to be",9,"a",20
"look forward to seeing you",9,"at",26
"make the world a better",9,"place",23
"margin of error of plus",9,"or",23
"mean the world to me",9,"if",20
"mikey mikey mikey mikey mikey",9,"mikey",29
"mothers day to all the",9,"wonderful",22
"mp cost damage attacks up",9,"to",25
"need to find a way",9,"to",18
"no doubt in my mind",9,"that",19
"no matter how hard i",9,"try",20
"not return a call seeking",9,"comment",25
"nothing could be further from",9,"the",29
"of error of plus or",9,"minus",19
"of the community volume is",9,"trading",26
"of the united states of",9,"america",23
"on the national register of",9,"historic",27
"one of my favorite things",9,"to",25
"one of the best things",9,"about",22
"one of the best ways",9,"to",20
"one of the most important",9,"things",25
"please follow me it would",9,"mean",25
"president and chief executive officer",9,"of",37
"sashacan they sing happy birthday",9,"to",33
"season you can with the",9,"pungleme",23
"serving calories g fat g",9,"saturated",24
"shoutout to kimberly and sashacan",9,"they",33
"sing happy birthday to her",9,"please",26
"so i thought it would",9,"be",21
"so much for stopping by",9,"and",23
"so sorry to hear about",9,"your",22
"so you think you can",9,"dance",20
"special agent in charge of",9,"the",26
"sugar g fiber mg sodium",9,"mg",23
"th ave square feet on",9,"for",21
"thank you to all of",9,"our",19
"thank you very much for",9,"the",23
"thanks for the follow have",9,"a",26
"thanks for the follow i",9,"love",23
"thanks for the heads up",9,"i",23
"that awkward moment when you",9,"realize",28
"the community volume is trading",9,"the",31
"the cook county states attorneys",9,"office",32
"the end of the year",9,"the",19
"the fact of the matter",9,"is",22
"the first two games of",9,"the",22
"the follow i look forward",9,"to",25
"the last thing i want",9,"to",21
"the middle of the night",9,"and",23
"the pro football hall of",9,"fame",24
"the pungleme app check it",9,"out",25
"the same thing over and",9,"over",23
"the second half of the",9,"year",22
"the us centers for disease",9,"control",26
"the yield on the year",9,"treasury",21
"theres going to be a",9,"lot",20
"they sing happy birthday to",9,"her",27
"this holiday season you can",9,"with",27
"this is one of the",9,"most",18
"to be a part of",9,"a",15
"to be a part of",9,"your",15
"to be one of the",9,"most",16
"to do a better job",9,"of",18
"to figure out how to",9,"get",20
"to kimberly and sashacan they",9,"sing",29
"to the ends of the",9,"earth",18
"today is one of those",9,"days",21
"today is the last day",9,"to",21
"us know if you need",9,"any",19
"wanted to let you know",9,"that",22
"was reported in the block",9,"of",25
"what is the best way",9,"to",20
"what to do what to",9,"do",18
"who spoke on condition of",9,"anonymity",25
"with the pungleme app check",9,"it",27
"with the th pick in",9,"the",19
"work if you can get",9,"it",19
"world famous comic strip live",9,"nyc",29
"wouldnt have it any other",9,"way",25
"yield on the year treasury",9,"note",26
"you can with the pungleme",9,"app",25
"you light up my world",9,"like",21
"a home in the block",8,"of",19
"a larceny was reported at",8,"pm",25
"a little over a year",8,"ago",20
"a margin of error of",8,"plus",20
"a mi run with a",8,"pace",15
"a small price to pay",8,"for",20
